Entity,Year,Total wealth per capita,Produced capital,"Natural capital, renewable (excluding sub-soil assets)","Forest, timber","Forest, non-timber",Protected areas,Cropland,Pastureland,"Sub-soil assets (fossil energy resources, metals and minerals)","Fossil energy resources (oil, natural gas, coal)",Oil,Natural gas,Coal,Metals and minerals,Human capital,"Human capital, male","Human capital, female",Net foreign assets,Adjusted net national income,Adjusted net saving,GDP,Gross national income,"Natural capital (timber, non-timber, protected areas, land, sub-soil assets)","Land (crop, pasture)"
El Salvador,1995,29414.05,6497.42,4493.32,172.32,363.93,3.29,,,,0.00,,,,0.00,18911.44,,,-488.13,,,,,,3953.79
El Salvador,2000,37009.07,7594.32,3998.92,136.64,327.74,5.41,,,,0.00,,,,0.00,26557.02,,,-1141.20,,,,,,3529.13
El Salvador,2005,37199.38,8699.14,3115.81,105.46,298.10,96.15,,,,0.00,,,,0.00,27063.38,,,-1678.96,,,,,,2616.11
El Salvador,2010,42715.21,9806.28,4405.89,157.30,272.70,291.04,,,,0.00,,,,0.00,30527.87,,,-2024.84,,,,,,3684.86
El Salvador,2014,44130.87,10216.17,4554.36,222.79,253.06,397.14,,,,0.00,,,,0.00,31950.93,,,-2590.60,,,,,,3681.37
Estonia,1995,156808.28,66023.83,15384.34,2214.83,7497.40,347.62,,,,30.38,,,,0.00,75629.93,,,-260.20,,,,,,5324.48
Estonia,2000,159094.89,57634.35,17134.30,5013.00,7774.31,394.87,,,,74.61,,,,0.00,89926.72,,,-5675.09,,,,,,3952.12
Estonia,2005,203152.55,69193.34,17981.88,5208.73,8048.70,1047.98,,,,183.20,,,,0.00,129188.56,,,-13394.44,,,,,,3676.47
Estonia,2010,211744.75,78843.52,16504.16,2846.38,8124.09,1678.07,,,,420.04,,,,0.00,128055.49,,,-12078.47,,,,,,3855.62
Estonia,2014,258903.14,91645.79,19502.32,3960.40,8222.83,2712.89,,,,590.53,,,,0.00,155040.69,,,-7876.19,,,,,,4606.21
Ethiopia,1995,6680.27,1410.23,3462.64,176.78,12.21,1143.60,,,,0.00,,,,1.16,2040.27,,,-234.02,,,,,,2130.05
Ethiopia,2000,6750.30,1364.82,3236.26,207.63,10.00,910.86,,,,0.00,,,,0.27,2316.25,,,-167.30,,,,,,2107.77
Ethiopia,2005,8026.21,1275.88,3978.43,203.88,8.23,1227.66,,,,0.00,,,,5.21,2931.45,,,-164.75,,,,,,2538.66
Ethiopia,2010,9684.97,1115.00,4777.90,171.89,6.81,1392.33,,,,0.18,,,,14.81,3899.94,,,-122.86,,,,,,3206.88
Ethiopia,2014,13124.76,1347.32,5233.42,170.23,6.23,1513.97,,,,0.24,,,,49.93,6722.73,,,-228.88,,,,,,3543.00
Finland,1995,462987.92,161611.95,17055.27,3866.12,3389.24,2643.87,,,,0.00,,,,85.00,298614.84,,,-14379.14,,,,,,7156.04
Finland,2000,489242.87,188420.27,16221.58,4554.36,3387.45,2989.36,,,,0.00,,,,89.75,349364.28,,,-64853.01,,,,,,5290.39
Finland,2005,633969.88,217587.44,14952.41,4108.34,3297.36,2633.84,,,,0.00,,,,217.92,408412.05,,,-7199.94,,,,,,4912.88
Finland,2010,693065.54,239312.28,14585.22,3869.06,3236.19,2700.34,,,,0.00,,,,1673.63,427820.44,,,9673.97,,,,,,4779.64
Finland,2014,726421.70,248985.83,15154.27,4086.40,3178.03,2963.55,,,,0.00,,,,2882.73,460081.82,,,-682.95,,,,,,4926.28
France,1995,510773.09,142813.37,10843.77,453.77,2283.02,1518.04,,,,66.96,,,,3.11,358554.20,,,-1508.32,,,,,,6588.94
France,2000,559815.57,159094.47,10171.26,439.97,2295.69,1643.75,,,,33.58,,,,1.20,390421.82,,,93.23,,,,,,5791.86
France,2005,582193.85,180745.08,9358.24,373.31,2296.13,1617.00,,,,66.60,,,,2.23,393551.26,,,-1529.58,,,,,,5071.82
France,2010,618124.85,209510.12,9936.59,400.04,2310.06,2041.58,,,,64.39,,,,7.05,403976.26,,,-5369.56,,,,,,5184.91
France,2014,641707.49,223830.05,11027.87,405.11,2329.16,2515.07,,,,78.77,,,,1.91,415850.89,,,-9082.01,,,,,,5778.52
Gabon,1995,202598.74,36748.14,62719.62,9439.57,27964.83,5185.23,,,,24753.83,,,,3.00,86982.15,,,-8608.01,,,,,,20130.00
Gabon,2000,199508.76,32076.39,52065.46,11575.54,24670.06,3035.33,,,,48584.32,,,,0.53,70659.31,,,-3877.25,,,,,,12784.53
Gabon,2005,174142.93,31142.16,41315.29,8913.46,22051.73,2572.42,,,,44644.33,,,,12.74,57717.84,,,-689.42,,,,,,7777.68
Gabon,2010,174743.65,31097.85,39500.56,7331.65,19704.03,4468.21,,,,45719.61,,,,0.00,53460.28,,,4965.35,,,,,,7996.67
Gabon,2014,199901.47,34696.84,43862.55,5064.67,18657.15,8842.32,,,,51373.84,,,,224.48,62232.56,,,7511.19,,,,,,11298.41
Gambia,1995,4726.33,1055.09,804.37,15.89,129.57,25.29,,,,0.00,,,,0.00,3017.67,,,-150.79,,,,,,633.62
Gambia,2000,4724.70,1128.69,708.18,13.35,114.74,33.09,,,,0.00,,,,0.00,3182.43,,,-294.60,,,,,,547.00
Gambia,2005,5048.71,1525.14,1259.08,22.65,100.00,75.34,,,,0.00,,,,0.00,2862.93,,,-598.44,,,,,,1061.09
Gambia,2010,5302.34,1610.92,1241.88,25.13,86.72,61.32,,,,0.00,,,,0.00,2923.59,,,-474.05,,,,,,1068.70
Gambia,2014,5207.73,1544.81,1413.39,30.19,77.15,71.87,,,,0.00,,,,0.00,2745.23,,,-495.69,,,,,,1234.17
Georgia,1995,23159.30,12432.29,6061.28,40.29,435.75,239.42,,,,172.77,,,,22.20,4931.21,,,-460.45,,,,,,5345.81
Georgia,2000,27764.57,13413.86,9115.20,53.17,467.59,661.30,,,,83.28,,,,33.20,6276.27,,,-1157.24,,,,,,7933.14
Georgia,2005,28836.77,15442.36,9571.52,66.96,495.20,1008.53,,,,205.95,,,,151.67,4970.95,,,-1505.66,,,,,,8000.82
Georgia,2010,33366.39,17558.09,5719.58,116.79,538.01,728.39,,,,152.34,,,,519.25,12874.65,,,-3457.52,,,,,,4336.39
Georgia,2014,44327.39,20414.63,6426.99,94.40,566.73,920.07,,,,162.56,,,,754.67,21250.82,,,-4682.28,,,,,,4845.78
Germany,1995,524487.37,169962.86,6208.02,241.90,1541.92,956.27,,,,209.10,,,,0.00,346277.27,,,1830.12,,,,,,3467.93
Germany,2000,542968.58,184591.44,5884.69,285.20,1535.57,1044.44,,,,138.19,,,,0.83,352328.01,,,25.42,,,,,,3019.48
Germany,2005,531389.17,188676.98,5650.13,299.04,1534.81,825.52,,,,486.81,,,,0.75,332153.08,,,4421.42,,,,,,2990.75
Germany,2010,641262.44,216137.34,6329.83,370.71,1551.21,1112.62,,,,943.72,,,,10.04,408266.96,,,9574.55,,,,,,3295.28
Germany,2014,729063.65,236890.67,6962.28,361.77,1567.53,1238.28,,,,725.14,,,,13.16,467668.10,,,16804.31,,,,,,3794.70
Ghana,1995,18293.98,5062.09,7301.85,509.96,158.56,1051.69,,,,0.00,,,,108.27,6345.49,,,-523.72,,,,,,5581.64
Ghana,2000,16514.09,3600.29,7284.11,425.44,143.45,525.60,,,,0.00,,,,36.23,6796.36,,,-1202.90,,,,,,6189.63
Ghana,2005,20292.72,5028.95,7890.21,212.45,128.29,404.99,,,,4.88,,,,184.66,7776.83,,,-592.80,,,,,,7144.48
Ghana,2010,18991.52,2890.23,5154.53,115.48,114.61,338.65,,,,7.01,,,,598.98,10922.22,,,-581.46,,,,,,4585.80
Ghana,2014,25044.20,3767.95,6745.03,121.82,105.33,495.74,,,,731.81,,,,941.26,13852.92,,,-994.77,,,,,,6022.13
Greece,1995,264239.39,115796.32,15210.27,97.63,1879.71,1060.07,,,,159.08,,,,99.25,135185.54,,,-2211.07,,,,,,12172.87
Greece,2000,290159.60,129063.95,13478.13,71.46,1917.74,1484.58,,,,55.62,,,,34.13,155885.14,,,-8357.37,,,,,,10004.35
Greece,2005,316304.85,137668.37,12762.09,58.50,1965.15,1733.90,,,,420.55,,,,133.38,184498.18,,,-19177.72,,,,,,9004.55
Greece,2010,305996.76,140305.76,10806.33,54.27,2019.60,1795.52,,,,908.10,,,,747.86,178984.22,,,-25755.50,,,,,,6936.94
Greece,2014,227925.22,134895.04,11129.13,58.73,2125.87,2009.35,,,,654.30,,,,762.73,105662.82,,,-25178.80,,,,,,6935.19
Guatemala,1995,33396.48,5107.26,7709.27,296.04,1495.72,1456.10,,,,121.13,,,,0.00,20875.26,,,-416.44,,,,,,4461.42
Guatemala,2000,35027.95,6241.48,6329.57,194.29,1245.45,1119.32,,,,277.72,,,,0.37,22710.54,,,-531.74,,,,,,3770.51
Guatemala,2005,39871.29,9423.09,5576.42,144.35,1033.38,1112.45,,,,507.40,,,,21.76,24700.51,,,-357.89,,,,,,3286.25
Guatemala,2010,41429.67,9927.09,7545.89,163.03,874.02,1841.29,,,,267.33,,,,164.64,24015.83,,,-491.12,,,,,,4667.56
Guatemala,2014,43139.98,9554.89,8259.14,201.09,772.54,1956.08,,,,224.16,,,,513.88,25450.16,,,-862.25,,,,,,5329.44
Guinea,1995,4589.44,963.58,2286.59,110.45,232.27,75.82,,,,0.00,,,,1065.21,652.51,,,-378.44,,,,,,1868.05
Guinea,2000,4866.61,1423.24,2649.46,136.85,202.28,83.76,,,,0.00,,,,638.58,626.68,,,-471.35,,,,,,2226.56
Guinea,2005,6203.52,1328.79,3858.80,200.70,179.28,292.71,,,,0.00,,,,844.02,697.59,,,-525.68,,,,,,3186.11
Guinea,2010,7881.33,898.80,5625.24,253.80,153.20,709.17,,,,0.00,,,,1036.79,688.12,,,-367.62,,,,,,4509.08
Guinea,2014,8942.75,1307.37,6271.86,237.75,134.41,962.49,,,,0.00,,,,1022.39,620.55,,,-279.42,,,,,,4937.21
Guyana,1995,56312.86,10645.89,33604.48,9822.23,13237.19,578.18,,,,0.00,,,,4144.07,15727.38,,,-7808.97,,,,,,9966.88
Guyana,2000,58879.25,10797.30,33662.97,8814.87,12945.55,901.49,,,,0.00,,,,3198.45,17017.96,,,-5797.43,,,,,,11001.06
Guyana,2005,54937.62,10719.55,31531.14,6821.81,12925.15,1773.83,,,,0.00,,,,2424.31,15335.91,,,-5073.29,,,,,,10010.35
Guyana,2010,60436.71,11707.50,29503.50,7681.71,12718.76,1829.14,,,,0.00,,,,3781.19,17816.39,,,-2371.87,,,,,,7273.90
Guyana,2014,69650.36,12032.92,32762.27,9506.26,12513.15,2302.14,,,,0.00,,,,6857.42,21801.00,,,-3803.25,,,,,,8440.72
Haiti,1995,11076.54,3710.51,2339.05,9.11,44.93,9.54,,,,0.00,,,,0.00,5199.54,,,-172.56,,,,,,2275.47
Haiti,2000,12777.51,3756.22,2172.94,9.65,39.82,9.80,,,,0.00,,,,0.00,7105.35,,,-257.00,,,,,,2113.68
Haiti,2005,11791.97,4442.99,2185.79,8.69,35.40,10.96,,,,0.00,,,,0.00,5407.12,,,-243.93,,,,,,2130.73
Haiti,2010,11028.25,4908.30,2417.62,9.50,31.55,10.05,,,,0.00,,,,0.00,3609.21,,,93.12,,,,,,2366.51
Haiti,2014,15040.42,5988.58,3018.01,13.52,28.89,9.61,,,,0.00,,,,0.00,6134.69,,,-100.86,,,,,,2965.99
Honduras,1995,33872.34,6940.61,14833.87,1211.65,3284.80,3134.12,,,,0.00,,,,62.04,14235.97,,,-2200.15,,,,,,7203.30
Honduras,2000,36108.21,6152.70,14598.67,766.19,2588.64,4993.06,,,,0.00,,,,55.87,16482.45,,,-1181.49,,,,,,6250.78
Honduras,2005,38739.18,6791.23,10076.33,392.69,2128.45,3169.35,,,,0.00,,,,78.64,22792.54,,,-999.56,,,,,,4385.85
Honduras,2010,45038.75,7970.42,10732.26,420.65,1749.37,3253.64,,,,0.00,,,,318.59,26914.23,,,-896.75,,,,,,5308.60
Honduras,2014,44778.34,8427.21,10375.82,485.59,1496.35,2875.22,,,,0.00,,,,222.97,27372.00,,,-1619.66,,,,,,5518.66
Hungary,1995,107195.41,42045.90,5728.61,538.61,731.28,409.17,,,,608.24,,,,119.70,63672.05,,,-4979.08,,,,,,4049.55
Hungary,2000,116747.40,47532.16,5152.43,386.28,762.81,470.93,,,,448.28,,,,25.35,70955.61,,,-7366.43,,,,,,3532.41
Hungary,2005,137337.24,55203.51,4835.05,321.36,798.76,622.54,,,,551.56,,,,10.45,88009.19,,,-11272.51,,,,,,3092.39
Hungary,2010,141808.87,62370.01,5339.73,338.99,831.31,974.44,,,,409.33,,,,6.88,87893.12,,,-14210.20,,,,,,3194.99
Hungary,2014,165518.86,65561.00,6209.16,414.49,850.14,1334.65,,,,411.35,,,,2.10,102557.45,,,-9222.19,,,,,,3609.88
Iceland,1995,693999.41,168945.26,8386.18,0.00,112.34,700.46,,,,0.00,,,,0.00,534873.85,,,-18205.88,,,,,,7573.38
Iceland,2000,815367.81,184103.26,5968.38,0.00,137.08,478.06,,,,0.00,,,,0.00,659909.36,,,-34613.20,,,,,,5353.25
Iceland,2005,971269.57,217365.17,5221.89,0.00,164.64,1057.49,,,,0.00,,,,0.00,790158.03,,,-41475.52,,,,,,3999.76
Iceland,2010,693875.01,280158.07,6288.86,0.00,179.70,1472.56,,,,0.00,,,,0.00,723853.35,,,-316425.27,,,,,,4636.60
Iceland,2014,825857.21,270983.02,8979.92,3.95,195.83,3189.87,,,,0.00,,,,0.00,733611.53,,,-187717.26,,,,,,5590.27
India,1995,8732.61,2059.47,2407.77,24.84,47.05,82.87,,,,176.83,,,,34.87,4191.74,,,-138.07,,,,,,2253.01
India,2000,9773.08,2340.23,2400.15,21.97,43.40,87.92,,,,181.74,,,,35.20,4941.26,,,-125.49,,,,,,2246.86
India,2005,11988.86,2973.35,2345.54,18.01,41.37,82.23,,,,343.57,,,,87.18,6385.89,,,-146.66,,,,,,2203.92
India,2010,15335.38,4189.44,3045.13,29.99,39.64,94.98,,,,664.80,,,,360.84,7390.23,,,-315.06,,,,,,2880.52
India,2014,18211.06,5161.34,3633.40,36.66,38.06,94.37,,,,748.18,,,,357.23,8755.39,,,-444.48,,,,,,3464.31
Indonesia,1995,33080.52,5815.18,5958.95,533.86,478.58,1122.34,,,,769.98,,,,204.85,21666.48,,,-1334.93,,,,,,3824.16
Indonesia,2000,25099.24,7537.74,5655.02,604.20,406.47,982.70,,,,783.54,,,,295.39,12416.73,,,-1589.19,,,,,,3661.65
Indonesia,2005,29348.19,9191.81,4814.09,412.05,374.10,623.59,,,,1401.52,,,,540.21,14454.66,,,-1054.09,,,,,,3404.36
Indonesia,2010,40706.20,13381.47,5315.29,413.31,338.06,661.33,,,,2204.14,,,,952.73,20001.04,,,-1148.48,,,,,,3902.59
Indonesia,2014,46918.68,15298.83,6320.89,375.48,311.69,1026.61,,,,2164.89,,,,956.97,23701.11,,,-1524.01,,,,,,4607.11
Iraq,1995,11653.19,1200.99,1946.82,3.04,42.66,3.61,,,,2860.06,,,,0.00,5645.33,,,0.00,,,,,,1897.51
Iraq,2000,18032.64,1436.16,1602.49,3.96,36.90,3.13,,,,10611.46,,,,0.00,4382.53,,,0.00,,,,,,1558.50
Iraq,2005,50295.50,8018.87,2382.84,5.13,32.48,15.32,,,,38898.14,,,,0.00,10194.22,,,-9198.58,,,,,,2329.91
Iraq,2010,91290.57,10134.33,2695.61,6.76,28.42,31.53,,,,64475.45,,,,1.87,13969.76,,,13.56,,,,,,2628.89
Iraq,2014,101704.77,14510.39,3022.23,6.67,24.87,33.79,,,,68488.95,,,,9.13,15473.22,,,200.85,,,,,,2956.91
Ireland,1995,428153.48,82220.21,24124.62,304.76,1149.80,726.51,,,,140.75,,,,0.00,332193.37,,,-10525.47,,,,,,21943.54
Ireland,2000,624893.88,133962.11,19766.73,325.60,1258.96,1059.89,,,,203.38,,,,5.80,474592.21,,,-3636.36,,,,,,17122.28
Ireland,2005,726766.67,195076.15,14333.78,244.43,1260.21,855.31,,,,212.91,,,,22.49,529557.32,,,-12435.97,,,,,,11973.83
Ireland,2010,626392.76,179667.23,13658.41,205.88,1200.56,1010.98,,,,134.37,,,,528.63,479463.13,,,-47059.02,,,,,,11241.00
Ireland,2014,627255.98,189308.74,15544.57,240.77,1222.82,1190.79,,,,106.51,,,,260.96,473655.57,,,-51620.37,,,,,,12890.19
Italy,1995,401114.61,140126.79,10227.88,85.71,1259.60,1601.99,,,,265.05,,,,0.45,253504.82,,,-3010.38,,,,,,7280.58
Italy,2000,412772.46,154306.23,9891.10,86.40,1318.82,2030.34,,,,239.57,,,,0.25,253959.75,,,-5624.44,,,,,,6455.53
Italy,2005,435534.27,170173.47,8769.53,61.46,1355.81,1865.08,,,,378.11,,,,0.52,262678.06,,,-6465.43,,,,,,5487.17
Italy,2010,448662.83,188386.24,8088.84,69.64,1366.62,1648.46,,,,437.45,,,,1.89,262628.69,,,-10880.27,,,,,,5004.12
Italy,2014,427465.53,188054.69,8092.66,55.55,1364.40,1856.39,,,,526.65,,,,0.00,241349.57,,,-10558.03,,,,,,4816.32
Jamaica,1995,80091.50,31362.08,9587.46,135.26,533.34,516.63,,,,0.00,,,,6920.28,35969.41,,,-3747.73,,,,,,8402.23
Jamaica,2000,70505.31,27697.95,5854.61,51.15,507.91,631.73,,,,0.00,,,,2650.03,37067.38,,,-2764.66,,,,,,4663.83
Jamaica,2005,75731.35,29567.79,5281.42,37.02,490.69,917.17,,,,0.00,,,,2082.12,43042.49,,,-4242.47,,,,,,3836.54
Jamaica,2010,72492.65,29620.18,5306.82,54.65,476.38,707.46,,,,0.00,,,,2075.56,41651.41,,,-6161.31,,,,,,4068.32
Jamaica,2014,71766.19,30313.01,5504.88,76.90,467.07,656.91,,,,0.00,,,,1299.55,41884.18,,,-7235.43,,,,,,4304.00
Japan,1995,542452.52,105388.15,3407.61,143.30,1734.27,293.07,,,,7.86,,,,2.15,428698.38,,,4948.37,,,,,,1236.97
Japan,2000,564578.52,126731.60,3238.16,96.75,1712.53,330.80,,,,6.24,,,,0.38,426462.33,,,8139.81,,,,,,1098.08
Japan,2005,529738.51,143732.85,3194.15,68.52,1704.10,331.00,,,,11.31,,,,3.14,371139.90,,,11657.14,,,,,,1090.53
Japan,2010,545379.62,163411.96,3626.57,103.35,1702.26,407.26,,,,15.74,,,,12.23,358425.20,,,19887.92,,,,,,1413.71
Japan,2014,584500.34,179276.96,3698.56,105.02,1714.38,426.42,,,,22.85,,,,19.94,377731.19,,,23750.84,,,,,,1452.75
Jordan,1995,48915.38,13349.06,17213.61,15.37,25.49,163.66,,,,15.47,,,,0.00,20826.76,,,-2489.52,,,,,,17009.08
Jordan,2000,48448.51,14668.01,15033.56,12.30,23.10,213.52,,,,22.59,,,,0.00,21561.08,,,-2836.74,,,,,,14784.64
Jordan,2005,42860.63,17242.53,7324.83,10.11,20.65,198.68,,,,32.61,,,,0.00,25365.59,,,-7104.93,,,,,,7095.39
Jordan,2010,54361.28,17658.82,8530.39,10.81,16.89,206.66,,,,44.74,,,,2831.32,28824.73,,,-3528.73,,,,,,8296.04
Jordan,2014,49286.94,17576.87,6541.30,11.89,14.85,193.20,,,,37.67,,,,2296.68,27312.17,,,-4477.76,,,,,,6321.37
Kazakhstan,1995,102799.42,41522.68,20796.74,21.36,39.70,442.50,,,,7103.03,,,,1704.62,32282.43,,,-610.07,,,,,,20293.17
Kazakhstan,2000,96506.34,42288.13,15619.40,24.38,41.83,424.78,,,,8516.01,,,,1284.18,32229.83,,,-3431.20,,,,,,15128.41
Kazakhstan,2005,138592.88,50480.76,15176.49,37.37,40.76,421.22,,,,26610.24,,,,3132.54,46428.88,,,-3236.04,,,,,,14677.14
Kazakhstan,2010,171820.63,43222.99,13617.45,11.06,37.51,412.76,,,,49837.11,,,,8239.10,59747.96,,,-2843.97,,,,,,13156.12
Kazakhstan,2014,180911.37,40149.59,13165.47,10.40,35.41,425.51,,,,46699.95,,,,6740.31,76616.80,,,-2460.74,,,,,,12694.15
Kenya,1995,21471.23,5277.87,9276.78,77.55,50.22,1376.79,,,,0.00,,,,0.32,7662.94,,,-746.68,,,,,,7772.22
Kenya,2000,16319.51,3093.62,6676.19,42.06,38.01,1021.31,,,,0.00,,,,0.10,6847.55,,,-297.94,,,,,,5574.80
Kenya,2005,17717.21,3547.17,7152.82,45.25,38.01,1102.68,,,,0.00,,,,2.59,7183.98,,,-169.35,,,,,,5966.89
Kenya,2010,18292.55,3044.79,6937.43,48.09,34.82,1172.77,,,,0.00,,,,11.04,8437.82,,,-138.53,,,,,,5681.75
Kenya,2014,19412.19,3356.08,6745.74,43.08,32.39,1133.23,,,,0.00,,,,24.89,9556.28,,,-270.81,,,,,,5537.05
Kuwait,1995,787563.10,118397.00,779.18,5.77,2.57,107.57,,,,274998.16,,,,0.00,306019.44,,,87369.32,,,,,,663.27
Kuwait,2000,855006.08,109630.50,1303.75,1.76,2.55,174.42,,,,371823.58,,,,0.00,280885.38,,,91362.88,,,,,,1125.03
Kuwait,2005,1065404.11,94725.61,1656.66,1.76,2.49,623.55,,,,511200.86,,,,0.00,349618.19,,,108202.79,,,,,,1028.86
Kuwait,2010,1109188.13,76326.24,1912.34,1.31,2.07,900.57,,,,586171.37,,,,0.00,279186.88,,,165591.31,,,,,,1008.38
Kuwait,2014,1123143.56,74879.16,2366.54,1.41,1.69,1142.06,,,,588862.14,,,,0.00,271628.03,,,185407.68,,,,,,1221.37
Kyrgyzstan,1995,15537.50,3373.29,6828.01,4.43,2.89,617.42,,,,114.93,,,,28.52,5477.08,,,-284.32,,,,,,6203.27
Kyrgyzstan,2000,17660.28,4305.65,8824.21,6.04,2.72,834.43,,,,77.65,,,,36.22,5530.32,,,-1113.76,,,,,,7981.02
Kyrgyzstan,2005,20466.69,4655.64,10433.10,4.97,2.62,990.84,,,,157.20,,,,571.48,5297.12,,,-647.85,,,,,,9434.69
Kyrgyzstan,2010,23941.29,6075.27,11215.25,4.38,1.93,1063.86,,,,192.01,,,,876.33,6035.10,,,-452.67,,,,,,10145.08
Kyrgyzstan,2014,24428.87,6158.75,11080.30,4.56,1.72,1086.96,,,,166.78,,,,1323.11,6728.60,,,-1028.67,,,,,,9987.06
Laos,1995,15908.99,1126.65,8569.98,780.15,1205.61,2918.26,,,,0.02,,,,0.00,7020.21,,,-807.86,,,,,,3665.96
Laos,2000,20334.37,1429.61,11620.12,932.67,1060.25,4960.57,,,,4.73,,,,0.00,8609.41,,,-1329.50,,,,,,4666.64
Laos,2005,26128.58,3263.42,15733.84,816.26,1006.55,7276.92,,,,36.86,,,,479.63,7920.63,,,-1305.81,,,,,,6634.12
Laos,2010,32550.15,3856.29,16590.06,831.26,975.45,7944.82,,,,96.80,,,,2546.57,10991.39,,,-1530.95,,,,,,6838.53
Laos,2014,39306.96,5278.86,18865.59,925.51,951.70,9034.05,,,,74.92,,,,3649.49,13762.39,,,-2324.29,,,,,,7954.33
Latvia,1995,98414.90,41099.26,13766.99,2101.88,5432.30,1321.98,,,,0.00,,,,0.00,43710.64,,,-161.99,,,,,,4910.82
Latvia,2000,115345.37,47583.64,14918.17,4507.49,5762.37,1469.98,,,,0.00,,,,0.00,54615.98,,,-1772.42,,,,,,3178.34
Latvia,2005,172726.67,76284.22,15288.61,4702.40,6199.05,1360.80,,,,0.00,,,,0.00,87806.97,,,-6653.14,,,,,,3026.37
Latvia,2010,178861.09,85502.28,15843.39,3675.70,6730.86,1752.45,,,,0.00,,,,0.00,88433.84,,,-10918.42,,,,,,3684.38
Latvia,2014,236906.45,113745.92,18738.46,4476.03,7084.57,2387.23,,,,0.00,,,,0.00,113471.54,,,-9049.46,,,,,,4790.63
Lebanon,1995,90164.35,41661.94,9381.96,21.61,100.37,43.05,,,,0.00,,,,0.00,39391.43,,,-270.98,,,,,,9216.93
Lebanon,2000,79796.48,36486.90,6763.62,11.06,94.11,69.07,,,,0.00,,,,0.00,41792.68,,,-5246.73,,,,,,6589.39
Lebanon,2005,65795.25,33273.11,4383.32,2.63,79.57,62.54,,,,0.00,,,,0.00,37490.65,,,-9351.83,,,,,,4238.58
Lebanon,2010,78907.48,33278.77,5503.19,3.44,73.36,67.86,,,,0.00,,,,0.00,49109.81,,,-8984.29,,,,,,5358.52
Lebanon,2014,65148.33,31015.22,4130.82,3.29,56.83,63.39,,,,0.00,,,,0.00,42153.19,,,-12150.89,,,,,,4007.32
Liberia,1995,8383.84,3462.52,7974.27,3429.38,499.87,145.62,,,,0.00,,,,419.98,1184.44,,,-4657.37,,,,,,3899.41
Liberia,2000,7100.68,2290.81,5731.09,2429.40,348.22,67.88,,,,0.00,,,,1.96,3933.18,,,-4856.36,,,,,,2885.59
Liberia,2005,6944.26,1461.90,6903.28,3797.81,298.01,48.66,,,,0.00,,,,1.65,2879.17,,,-4301.74,,,,,,2758.80
Liberia,2010,8085.33,914.20,5292.54,2135.74,237.94,64.84,,,,0.00,,,,37.84,3136.52,,,-1295.78,,,,,,2854.02
Liberia,2014,10226.71,1219.31,4609.97,1807.14,208.27,85.82,,,,0.00,,,,2426.78,3635.55,,,-1664.90,,,,,,2508.74
Lithuania,1995,81929.50,30462.41,6706.79,1135.89,2406.92,229.57,,,,22.91,,,,0.00,45174.59,,,-437.21,,,,,,2934.40
Lithuania,2000,105430.61,37256.14,9485.81,1544.56,2543.25,686.60,,,,48.78,,,,0.00,61346.37,,,-2706.50,,,,,,4711.40
Lithuania,2005,141001.70,46849.13,8709.70,1311.14,2812.68,915.12,,,,163.59,,,,0.00,90000.20,,,-4720.92,,,,,,3670.75
Lithuania,2010,145168.76,54293.61,10226.76,1348.54,3086.94,1111.59,,,,191.11,,,,0.00,88070.56,,,-7613.29,,,,,,4679.69
Lithuania,2014,169045.98,63254.15,12583.38,1629.17,3272.56,1585.34,,,,174.31,,,,0.00,100081.42,,,-7047.28,,,,,,6096.31
Luxembourg,1995,1121945.49,265989.58,29446.94,419.06,2087.90,719.71,,,,0.00,,,,0.00,727729.85,,,98779.12,,,,,,26220.26
Luxembourg,2000,1280147.30,302286.45,15791.32,414.11,1965.67,1073.75,,,,0.00,,,,0.00,887446.80,,,74622.74,,,,,,12337.79
Luxembourg,2005,1300146.20,359118.95,8915.94,405.15,1843.72,1066.40,,,,0.00,,,,0.00,911264.56,,,20846.75,,,,,,5600.67
Luxembourg,2010,1173624.90,357039.87,8159.70,414.57,1691.72,1291.30,,,,0.00,,,,2158.01,830483.29,,,-24215.98,,,,,,4762.11
Luxembourg,2014,1288606.99,359385.77,6949.81,328.81,1541.60,1152.07,,,,0.00,,,,1988.65,881628.92,,,38653.84,,,,,,3927.32
Macedonia,1995,46499.25,11919.27,10417.64,263.16,853.84,1251.43,,,,107.79,,,,216.49,24666.04,,,-827.97,,,,,,8049.20
Macedonia,2000,41716.70,12929.18,7259.50,217.02,849.41,838.14,,,,49.81,,,,142.22,22566.85,,,-1230.87,,,,,,5354.93
Macedonia,2005,41568.17,14266.66,7062.59,175.86,851.43,746.09,,,,452.33,,,,600.02,21095.28,,,-1908.71,,,,,,5289.21
Macedonia,2010,52878.91,17480.83,8457.34,184.52,863.25,1007.62,,,,1026.86,,,,3829.82,25033.88,,,-2949.82,,,,,,6401.95
Macedonia,2014,52209.94,18968.53,8310.36,177.07,857.77,796.00,,,,758.78,,,,2347.20,24770.28,,,-2945.21,,,,,,6479.51
Madagascar,1995,11607.23,1417.32,6370.12,821.81,129.76,125.88,,,,0.00,,,,0.10,4382.73,,,-563.03,,,,,,5292.67
Madagascar,2000,9792.57,1399.97,4720.03,629.81,108.09,89.41,,,,0.00,,,,0.02,4082.98,,,-410.43,,,,,,3892.72
Madagascar,2005,8756.99,1468.07,3619.43,596.22,91.72,77.41,,,,0.00,,,,0.19,3909.37,,,-240.06,,,,,,2854.08
