Entity,Year,Public health expenditure as share of GDP (Lindert (1994)),Public health expenditure as share of GDP (OECD (1993)),Publicly financed current health expenditure (% GDP) (OECD.stat (2016)),General Government Health Expenditure (%GDP) (WHO (2014))
Thailand,1995,,,,1.66012285
Thailand,1996,,,,1.81208902
Thailand,1997,,,,2.15596494
Thailand,1998,,,,2.04775466
Thailand,1999,,,,1.91892618
Thailand,2000,,,,1.90638513
Thailand,2001,,,,1.86940923
Thailand,2002,,,,2.35020969
Thailand,2003,,,,2.2849944
Thailand,2004,,,,2.28104688
Thailand,2005,,,,2.28501586
Thailand,2006,,,,2.53977195
Thailand,2007,,,,2.72044587
Thailand,2008,,,,2.97744708
Thailand,2009,,,,3.05171093
Thailand,2010,,,,2.84136038
Thailand,2011,,,,3.20115627
Thailand,2012,,,,3.24811916
Thailand,2013,,,,3.09498129
Thailand,2014,,,,3.20842519
Timor,2000,,,,1.2236124
Timor,2001,,,,1.2236124
Timor,2002,,,,1.27291667
Timor,2003,,,,1.34530938
Timor,2004,,,,0.71284404
Timor,2005,,,,0.60088203
Timor,2008,,,,0.62131111
Timor,2009,,,,0.8750758
Timor,2010,,,,0.8173191
Timor,2011,,,,0.67673769
Timor,2012,,,,0.91575551
Timor,2013,,,,1.17193477
Timor,2014,,,,1.33363109
Togo,1995,,,,1.51424257
Togo,1996,,,,1.47636612
Togo,1997,,,,1.26369443
Togo,1998,,,,1.52281792
Togo,1999,,,,1.42062087
Togo,2000,,,,1.42084297
Togo,2001,,,,1.25272483
Togo,2002,,,,0.90614899
Togo,2003,,,,1.44199981
Togo,2004,,,,1.6843732
Togo,2005,,,,1.89845596
Togo,2006,,,,2.25963314
Togo,2007,,,,2.15757357
Togo,2008,,,,2.4164918
Togo,2009,,,,3.27821544
Togo,2010,,,,1.93858514
Togo,2011,,,,1.65533746
Togo,2012,,,,1.94779734
Togo,2013,,,,2.14830705
Togo,2014,,,,2.01732113
Tonga,1995,,,,2.67082451
Tonga,1996,,,,2.79686377
Tonga,1997,,,,3.0401616
Tonga,1998,,,,3.21272164
Tonga,1999,,,,3.76389216
Tonga,2000,,,,3.35035807
Tonga,2001,,,,4.28410043
Tonga,2002,,,,3.80791979
Tonga,2003,,,,4.23304111
Tonga,2004,,,,4.05093463
Tonga,2005,,,,5.68038049
Tonga,2006,,,,4.87918392
Tonga,2007,,,,4.76281829
Tonga,2008,,,,4.18653704
Tonga,2009,,,,3.70510996
Tonga,2010,,,,3.69486834
Tonga,2011,,,,3.22352439
Tonga,2012,,,,3.64053035
Tonga,2013,,,,4.05562431
Tonga,2014,,,,4.26569894
Trinidad and Tobago,1995,,,,2.63826998
Trinidad and Tobago,1996,,,,2.38676505
Trinidad and Tobago,1997,,,,2.34439315
Trinidad and Tobago,1998,,,,1.9526589
Trinidad and Tobago,1999,,,,2.3448613
Trinidad and Tobago,2000,,,,1.9555949
Trinidad and Tobago,2001,,,,2.2269812
Trinidad and Tobago,2002,,,,2.64700657
Trinidad and Tobago,2003,,,,2.59997323
Trinidad and Tobago,2004,,,,2.59977723
Trinidad and Tobago,2005,,,,2.64198168
Trinidad and Tobago,2006,,,,2.2319773
Trinidad and Tobago,2007,,,,2.37526743
Trinidad and Tobago,2008,,,,2.1644503
Trinidad and Tobago,2009,,,,3.28081068
Trinidad and Tobago,2010,,,,3.01833869
Trinidad and Tobago,2011,,,,2.68015137
Trinidad and Tobago,2012,,,,2.89498885
Trinidad and Tobago,2013,,,,3.14449428
Trinidad and Tobago,2014,,,,3.17462752
Tunisia,1995,,,,2.89433999
Tunisia,1996,,,,2.9873341
Tunisia,1997,,,,2.69982751
Tunisia,1998,,,,2.91930487
Tunisia,1999,,,,2.8987084
Tunisia,2000,,,,2.96160995
Tunisia,2001,,,,2.83444795
Tunisia,2002,,,,2.80141766
Tunisia,2003,,,,2.83340535
Tunisia,2004,,,,2.91368591
Tunisia,2005,,,,2.8660363
Tunisia,2006,,,,2.95506622
Tunisia,2007,,,,2.95239633
Tunisia,2008,,,,3.0419123
Tunisia,2009,,,,3.50737886
Tunisia,2010,,,,3.82921248
Tunisia,2011,,,,4.16722401
Tunisia,2012,,,,4.15787253
Tunisia,2013,,,,4.22962329
Tunisia,2014,,,,3.96881649
Turkey,1962,,1.01,,
Turkey,1963,,1.00,,
Turkey,1964,,1.08,,
Turkey,1965,,1.10,,
Turkey,1966,,1.20,,
Turkey,1967,,1.22,,
Turkey,1968,,1.29,,
Turkey,1969,,1.45,,
Turkey,1970,,1.28,,
Turkey,1971,,0.98,,
Turkey,1972,,0.67,,
Turkey,1975,,1.69,,
Turkey,1977,,0.95,,
Turkey,1978,,0.80,,
Turkey,1979,,0.99,0.5219,
Turkey,1980,,1.10,0.7111,
Turkey,1981,,,0.2825,
Turkey,1982,,,0.4254,
Turkey,1983,,,0.3745,
Turkey,1984,,1.47,0.9131,
Turkey,1985,,1.41,0.7419,
Turkey,1986,,1.47,0.7428,
Turkey,1987,,1.43,0.7168,
Turkey,1988,,1.43,1.0477,
Turkey,1989,,1.43,1.3254,
Turkey,1990,,1.41,1.5027,
Turkey,1991,,,1.7945,
Turkey,1992,,,1.884,
Turkey,1993,,,1.8325,
Turkey,1994,,,1.8503,
Turkey,1995,,,1.7629,1.76287716
Turkey,1996,,,2.0072,2.00716694
Turkey,1997,,,2.244,2.24402406
Turkey,1998,,,2.5847,2.5846704
Turkey,1999,,,2.7448,2.91311571
Turkey,2000,,,2.919,3.11423965
Turkey,2001,,,3.3835,3.51255381
Turkey,2002,,,3.6599,3.78627822
Turkey,2003,,,3.707,3.8396532
Turkey,2004,,,3.6704,3.82607109
Turkey,2005,,,3.4756,3.69638291
Turkey,2006,,,3.7176,3.97103967
Turkey,2007,,,3.7929,4.09521858
Turkey,2008,,,4.0012,4.4352952
Turkey,2009,,,4.6728,4.92253199
Turkey,2010,,,4.1614,4.41227044
Turkey,2011,,,3.9861,4.20585981
Turkey,2012,,,3.9277,4.1491433
Turkey,2013,,,3.9844,4.22563991
Turkey,2014,,,3.9473,4.19377897
Turkey,2015,,,4.0388,
Turkmenistan,1995,,,,1.85582822
Turkmenistan,1996,,,,2.26143943
Turkmenistan,1997,,,,3.47922368
Turkmenistan,1998,,,,3.50125045
Turkmenistan,1999,,,,2.3858197
Turkmenistan,2000,,,,3.21462761
Turkmenistan,2001,,,,2.81791707
Turkmenistan,2002,,,,2.43147657
Turkmenistan,2003,,,,2.70852622
Turkmenistan,2004,,,,2.42143051
Turkmenistan,2005,,,,2.02105027
Turkmenistan,2006,,,,1.54554851
Turkmenistan,2007,,,,1.38814815
Turkmenistan,2008,,,,0.94683647
Turkmenistan,2009,,,,1.16307322
Turkmenistan,2010,,,,1.22363787
Turkmenistan,2011,,,,1.26809727
Turkmenistan,2012,,,,1.27337639
Turkmenistan,2013,,,,1.42600223
Turkmenistan,2014,,,,1.34853056
Tuvalu,1995,,,,7.96018571
Tuvalu,1996,,,,11.27466333
Tuvalu,1997,,,,8.08774651
Tuvalu,1998,,,,8.61401471
Tuvalu,1999,,,,9.22198296
Tuvalu,2000,,,,15.66666667
Tuvalu,2001,,,,17.26923077
Tuvalu,2002,,,,14.3862069
Tuvalu,2003,,,,21.65409429
Tuvalu,2004,,,,16.74897207
Tuvalu,2005,,,,18.23437732
Tuvalu,2006,,,,19.25675217
Tuvalu,2007,,,,16.85609763
Tuvalu,2008,,,,13.26834375
Tuvalu,2009,,,,12.69334417
Tuvalu,2010,,,,16.62857143
Tuvalu,2011,,,,16.84210526
Tuvalu,2012,,,,13.64102564
Tuvalu,2013,,,,16.475
Tuvalu,2014,,,,16.4047619
Uganda,1995,,,,1.41993495
Uganda,1996,,,,1.41323765
Uganda,1997,,,,1.43478157
Uganda,1998,,,,1.89518293
Uganda,1999,,,,1.65854835
Uganda,2000,,,,1.83795893
Uganda,2001,,,,1.98004866
Uganda,2002,,,,2.10532193
Uganda,2003,,,,1.94810848
Uganda,2004,,,,2.26555177
Uganda,2005,,,,2.36197808
Uganda,2006,,,,2.47235711
Uganda,2007,,,,2.46180943
Uganda,2008,,,,2.30281954
Uganda,2009,,,,1.81433437
Uganda,2010,,,,3.11835842
Uganda,2011,,,,2.63326718
Uganda,2012,,,,2.15389932
Uganda,2013,,,,2.08789672
Uganda,2014,,,,1.80125132
Ukraine,1995,,,,5.08819857
Ukraine,1996,,,,4.78908302
Ukraine,1997,,,,4.19367837
Ukraine,1998,,,,3.54020243
Ukraine,1999,,,,2.94215048
Ukraine,2000,,,,2.89545481
Ukraine,2001,,,,3.07213869
Ukraine,2002,,,,3.51401621
Ukraine,2003,,,,4.04259006
Ukraine,2004,,,,3.86974701
Ukraine,2005,,,,3.81173944
Ukraine,2006,,,,3.88456923
Ukraine,2007,,,,3.93045394
Ukraine,2008,,,,3.8250905
Ukraine,2009,,,,4.29235393
Ukraine,2010,,,,4.42133481
Ukraine,2011,,,,3.72982124
Ukraine,2012,,,,4.12524044
Ukraine,2013,,,,4.1507949
Ukraine,2014,,,,3.60452112
United Arab Emirates,1995,,,,2.08173815
United Arab Emirates,1996,,,,1.94880557
United Arab Emirates,1997,,,,1.94839582
United Arab Emirates,1998,,,,2.05670678
United Arab Emirates,1999,,,,1.91762947
United Arab Emirates,2000,,,,1.6770586
United Arab Emirates,2001,,,,1.9444921
United Arab Emirates,2002,,,,1.71398298
United Arab Emirates,2003,,,,1.67154037
United Arab Emirates,2004,,,,1.45604253
United Arab Emirates,2005,,,,1.36889725
United Arab Emirates,2006,,,,1.38250695
United Arab Emirates,2007,,,,1.55537724
United Arab Emirates,2008,,,,1.9216341
United Arab Emirates,2009,,,,3.03412595
United Arab Emirates,2010,,,,2.83416558
United Arab Emirates,2011,,,,2.73248804
United Arab Emirates,2012,,,,2.55002589
United Arab Emirates,2013,,,,2.55732609
United Arab Emirates,2014,,,,2.63615158
United Kingdom,1880,0.13,,,
United Kingdom,1890,0.16,,,
United Kingdom,1900,0.29,,,
United Kingdom,1910,0.32,,,
United Kingdom,1920,0.56,,,
United Kingdom,1930,0.64,,,
United Kingdom,1960,,3.33,,
United Kingdom,1961,,3.39,,
United Kingdom,1962,,3.37,,
United Kingdom,1963,,3.39,,
United Kingdom,1964,,3.38,,
United Kingdom,1965,,3.54,,
United Kingdom,1966,,3.68,,
United Kingdom,1967,,3.87,,
United Kingdom,1968,,3.88,,
United Kingdom,1969,,3.77,,
United Kingdom,1970,,3.91,3.4288,
United Kingdom,1971,,3.99,3.4686,
United Kingdom,1972,,4.11,3.5575,
United Kingdom,1973,,4.07,3.4761,
United Kingdom,1974,,4.71,4.1425,
United Kingdom,1975,,4.99,4.486,
United Kingdom,1976,,4.99,4.4867,
United Kingdom,1977,,4.80,4.3782,
United Kingdom,1978,,4.78,4.3514,
United Kingdom,1979,,4.71,4.2524,
United Kingdom,1980,,5.17,4.5319,
United Kingdom,1981,,5.40,4.71,
United Kingdom,1982,,5.20,4.4978,
United Kingdom,1983,,5.38,4.6656,
United Kingdom,1984,,5.30,4.5632,
United Kingdom,1985,,5.17,4.4275,
United Kingdom,1986,,5.15,4.4067,
United Kingdom,1987,,5.10,4.4212,
United Kingdom,1988,,5.47,4.3309,
United Kingdom,1989,,5.06,4.2488,
United Kingdom,1990,,5.18,4.2906,
United Kingdom,1991,,5.51,4.586,
United Kingdom,1992,,,4.9751,
United Kingdom,1993,,,5.0663,
United Kingdom,1994,,,5.0907,
United Kingdom,1995,,,5.0789,5.6138733
United Kingdom,1996,,,5.0684,5.57490195
United Kingdom,1997,,,4.6511,5.21640129
United Kingdom,1998,,,4.7463,5.2734394
United Kingdom,1999,,,4.9474,5.50350709
United Kingdom,2000,,,4.956,5.52346736
United Kingdom,2001,,,5.219,5.76594989
United Kingdom,2002,,,5.442,6.04001621
United Kingdom,2003,,,5.623,6.209568
United Kingdom,2004,,,5.882,6.48242997
United Kingdom,2005,,,6.017,6.65834492
United Kingdom,2006,,,6.195,6.82659841
United Kingdom,2007,,,6.197,6.7944811
United Kingdom,2008,,,6.475,7.22015292
United Kingdom,2009,,,7.217,8.16289805
United Kingdom,2010,,,7.016,7.94167603
United Kingdom,2011,,,6.953,7.76541129
United Kingdom,2012,,,6.948,7.80263316
United Kingdom,2013,,,7.893,7.78048094
United Kingdom,2014,,,7.858,7.57885017
United Kingdom,2015,,,7.7077,
United States,1880,0.09,,,
United States,1890,0.14,,,
United States,1900,0.17,,,
United States,1910,0.26,,,
United States,1920,0.4,,,
United States,1930,0.34,,,
United States,1960,,1.29,,
United States,1961,,1.37,,
United States,1962,,1.39,,
United States,1963,,1.44,,
United States,1964,,1.44,,
United States,1965,,1.46,,
United States,1966,,1.76,,
United States,1967,,2.35,,
United States,1968,,2.50,,
United States,1969,,2.56,,
United States,1970,,2.74,2.318,
United States,1971,,2.85,2.4263,
United States,1972,,2.91,2.485,
United States,1973,,2.91,2.5325,
United States,1974,,3.19,2.7622,
United States,1975,,3.52,2.9809,
United States,1976,,3.52,3.0424,
United States,1977,,3.55,3.1075,
United States,1978,,3.58,3.1335,
United States,1979,,3.63,3.2109,
United States,1980,,3.89,3.452,
United States,1981,,4.01,3.5749,
United States,1982,,4.27,3.8208,
United States,1983,,4.35,3.8664,
United States,1984,,4.24,3.7832,
United States,1985,,4.35,3.8247,
United States,1986,,4.50,3.9641,
United States,1987,,4.63,4.0882,
United States,1988,,4.68,4.1127,
United States,1989,,4.87,4.2578,
United States,1990,,5.22,4.5305,
United States,1991,,5.88,4.9878,
United States,1992,,,5.268,
United States,1993,,,5.5149,
United States,1994,,,5.6719,
United States,1995,,,5.7794,5.90947879
United States,1996,,,5.7621,5.89127429
United States,1997,,,5.6965,5.83075014
United States,1998,,,5.5437,5.6766692
United States,1999,,,5.4845,5.613685
United States,2000,,,5.5243,5.65347102
United States,2001,,,5.9454,6.07409801
United States,2002,,,6.2974,6.42394079
United States,2003,,,6.4918,6.61886754
United States,2004,,,6.5763,6.69810039
United States,2005,,,6.5987,6.72260898
United States,2006,,,6.7604,6.88253254
United States,2007,,,6.883,7.01636006
United States,2008,,,7.2226,7.36788367
United States,2009,,,7.8634,8.01454968
United States,2010,,,7.9327,8.07978444
United States,2011,,,7.9224,8.07412666
United States,2012,,,7.8997,8.04235781
United States,2013,,,7.9544,8.04500678
United States,2014,,,8.1754,8.27851771
United States,2015,,,8.3616,
Uruguay,1995,,,,3.8801555
Uruguay,1996,,,,3.4247286
Uruguay,1997,,,,2.61225038
Uruguay,1998,,,,2.58615273
Uruguay,1999,,,,2.91806385
Uruguay,2000,,,,2.71154755
Uruguay,2001,,,,2.31432705
Uruguay,2002,,,,2.04471646
Uruguay,2003,,,,1.75342772
Uruguay,2004,,,,7.29388409
Uruguay,2005,,,,7.06981077
Uruguay,2006,,,,7.24502509
Uruguay,2007,,,,4.5932749
Uruguay,2008,,,,5.29781275
Uruguay,2009,,,,5.35267689
Uruguay,2010,,,,5.372432
Uruguay,2011,,,,5.52095069
Uruguay,2012,,,,5.94708868
Uruguay,2013,,,,6.07463523
Uruguay,2014,,,,6.11148431
Uzbekistan,1995,,,,3.6
Uzbekistan,1996,,,,3.7
Uzbekistan,1997,,,,3.3
Uzbekistan,1998,,,,2.94458669
Uzbekistan,1999,,,,2.80458129
Uzbekistan,2000,,,,2.51569082
Uzbekistan,2001,,,,2.55011411
Uzbekistan,2002,,,,2.42405533
Uzbekistan,2003,,,,2.3806037
Uzbekistan,2004,,,,2.26249735
Uzbekistan,2005,,,,2.27901328
Uzbekistan,2006,,,,2.45480339
Uzbekistan,2007,,,,2.29868748
Uzbekistan,2008,,,,2.52990005
Uzbekistan,2009,,,,2.61929018
Uzbekistan,2010,,,,2.75131715
Uzbekistan,2011,,,,2.86390062
Uzbekistan,2012,,,,3.12737145
Uzbekistan,2013,,,,3.11790626
Uzbekistan,2014,,,,3.11124825
Vanuatu,1995,,,,2.13930526
Vanuatu,1996,,,,1.74974681
Vanuatu,1997,,,,2.29683025
Vanuatu,1998,,,,3.03857039
Vanuatu,1999,,,,2.63995255
Vanuatu,2000,,,,2.73692934
Vanuatu,2001,,,,2.78855013
Vanuatu,2002,,,,2.90766025
Vanuatu,2003,,,,3.41892714
Vanuatu,2004,,,,3.52465699
Vanuatu,2005,,,,3.29299625
Vanuatu,2006,,,,3.42744532
Vanuatu,2007,,,,3.16168153
Vanuatu,2008,,,,3.17989157
Vanuatu,2009,,,,3.4023227
Vanuatu,2010,,,,4.18259763
Vanuatu,2011,,,,3.32017835
Vanuatu,2012,,,,3.16739626
Vanuatu,2013,,,,3.39147527
Vanuatu,2014,,,,4.51074955
Venezuela,1995,,,,1.80315213
Venezuela,1996,,,,1.48241491
Venezuela,1997,,,,1.38731649
Venezuela,1998,,,,1.4660156
Venezuela,1999,,,,1.83342208
Venezuela,2000,,,,2.16305948
Venezuela,2001,,,,2.3407567
Venezuela,2002,,,,2.151332
Venezuela,2003,,,,2.0793005
Venezuela,2004,,,,2.15814063
Venezuela,2005,,,,2.15333243
Venezuela,2006,,,,2.22177012
Venezuela,2007,,,,2.4647812
Venezuela,2008,,,,1.23048911
Venezuela,2009,,,,2.49631244
Venezuela,2010,,,,2.08823928
Venezuela,2011,,,,2.33545129
Venezuela,2012,,,,1.67563803
Venezuela,2013,,,,1.54285909
Venezuela,2014,,,,1.54276595
Vietnam,1995,,,,1.75786274
Vietnam,1996,,,,1.63223173
Vietnam,1997,,,,1.60461127
Vietnam,1998,,,,1.73143758
Vietnam,1999,,,,1.71706003
Vietnam,2000,,,,1.51386344
Vietnam,2001,,,,1.62756071
Vietnam,2002,,,,1.44773561
Vietnam,2003,,,,1.55182242
Vietnam,2004,,,,1.39364958
Vietnam,2005,,,,1.41956956
Vietnam,2006,,,,1.94486753
Vietnam,2007,,,,2.56355227
Vietnam,2008,,,,2.1319632
Vietnam,2009,,,,2.56918742
Vietnam,2010,,,,2.96096663
Vietnam,2011,,,,2.80500187
Vietnam,2012,,,,3.72212414
Vietnam,2013,,,,3.79636056
Vietnam,2014,,,,3.82001911
Yemen,1995,,,,1.35873982
Yemen,1996,,,,1.64450064
Yemen,1997,,,,1.89841016
Yemen,1998,,,,2.32403781
Yemen,1999,,,,2.12739116
Yemen,2000,,,,2.23528563
Yemen,2001,,,,2.29418065
Yemen,2002,,,,2.1426485
Yemen,2003,,,,2.18173073
Yemen,2004,,,,1.85433054
Yemen,2005,,,,1.55111698
Yemen,2006,,,,1.52160194
Yemen,2007,,,,1.46278958
Yemen,2008,,,,1.5650183
Yemen,2009,,,,1.3366978
Yemen,2010,,,,1.2991309
Yemen,2011,,,,1.3504469
Yemen,2012,,,,1.57162782
Yemen,2013,,,,1.41000997
Yemen,2014,,,,1.27187099
Zambia,1995,,,,2.15248886
Zambia,1996,,,,2.4846778
Zambia,1997,,,,2.58523932
Zambia,1998,,,,3.13396508
Zambia,1999,,,,3.40369703
Zambia,2000,,,,3.71989992
Zambia,2001,,,,3.52655921
Zambia,2002,,,,4.01810963
Zambia,2003,,,,4.18766916
Zambia,2004,,,,3.65708439
Zambia,2005,,,,3.956979
Zambia,2006,,,,2.75584562
Zambia,2007,,,,1.88582202
Zambia,2008,,,,2.18994158
Zambia,2009,,,,2.26166779
Zambia,2010,,,,2.27995642
Zambia,2011,,,,2.14893195
Zambia,2012,,,,2.53637046
Zambia,2013,,,,2.76540472
Zambia,2014,,,,2.76009455
Zimbabwe,1999,,,,4.36710397
Zimbabwe,2000,,,,3.18420467
Zimbabwe,2001,,,,3.22574717
Zimbabwe,2002,,,,3.22444136
Zimbabwe,2003,,,,3.77954336
Zimbabwe,2004,,,,2.73761626
Zimbabwe,2005,,,,1.05872016
Zimbabwe,2006,,,,0.57738442
Zimbabwe,2008,,,,1.48359967
Zimbabwe,2009,,,,1.68436009
Zimbabwe,2010,,,,2.12114999
Zimbabwe,2011,,,,2.77162004
Zimbabwe,2012,,,,2.84744955
Zimbabwe,2013,,,,2.46649527
