Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Afghanistan,1970,0.91750,3.09117,,
Afghanistan,1971,0.82207,5.35626,,
Afghanistan,1972,1.11046,4.10634,,
Afghanistan,1973,1.45529,4.97083,,
Afghanistan,1974,1.67256,6.16723,,
Afghanistan,1975,2.20517,9.03731,,
Afghanistan,1976,1.63522,6.66779,,
Afghanistan,1977,1.63107,9.13500,,
Afghanistan,1978,0.12161,7.39045,,
Afghanistan,1979,1.48320,7.76973,,
Afghanistan,1980,0.71301,6.60808,,
Afghanistan,1981,0.59981,6.15786,,
Afghanistan,1982,0.52927,6.33304,,
Afghanistan,1983,0.57515,7.15462,,
Afghanistan,1984,0.89878,6.32648,,
Afghanistan,1985,0.78106,7.06957,,
Afghanistan,1986,1.14160,9.30154,,
Afghanistan,1987,1.67138,13.48374,,
Afghanistan,1988,2.05900,12.07499,,
Afghanistan,1989,1.56445,8.18964,,
Afghanistan,1990,1.36161,8.84675,,
Afghanistan,1991,0.64860,9.43996,,
Afghanistan,1992,1.56248,7.72512,,
Afghanistan,1993,1.32473,10.20650,,
Afghanistan,1994,1.83444,10.69460,,
Afghanistan,1995,1.13781,7.46056,,
Afghanistan,1996,1.05798,12.23403,,
Afghanistan,1997,1.19667,10.62016,,
Afghanistan,1998,1.62430,8.60915,,
Afghanistan,1999,4.08674,8.16083,,
Afghanistan,2000,3.47258,9.01024,,
Albania,1970,0.11664,0.94979,,
Albania,1971,0.04258,0.95807,,
Albania,1972,0.06416,0.96995,,
Albania,1973,0.03262,1.40148,,
Albania,1974,0.13859,2.14679,,
Albania,1975,0.20770,2.38197,,
Albania,1976,0.08129,1.63243,,
Albania,1977,0.07263,2.25017,,
Albania,1978,0.02129,2.56692,,
Albania,1979,0.02075,4.06469,,
Albania,1980,0.00822,5.81939,,
Albania,1981,0.03658,5.65644,,
Albania,1982,0.20325,6.74258,,
Albania,1983,0.07027,5.14987,,
Albania,1984,0.09529,3.99934,,
Albania,1985,0.05320,3.76134,,
Albania,1986,0.00589,2.60936,,
Albania,1987,0.00642,3.01612,,
Albania,1988,0.00961,4.89303,,
Albania,1989,0.02028,6.09471,,
Albania,1990,0.00692,9.65049,,
Albania,1991,,30.02072,,
Albania,1992,,66.45760,,
Albania,1993,0.02939,44.65026,,
Albania,1994,,28.77371,,
Albania,1995,0.02533,30.88009,,
Albania,1996,0.02873,32.51699,,
Albania,1997,0.06361,28.21880,,
Albania,1998,0.06360,25.79938,,
Albania,1999,0.07876,25.31449,,
Albania,2000,0.01980,23.03602,,
Algeria,1962,1.45233,31.32736,,
Algeria,1963,0.26808,22.45733,,
Algeria,1964,0.42094,20.14014,,
Algeria,1965,0.51229,18.68243,,
Algeria,1966,0.34580,18.10801,,
Algeria,1967,0.28252,14.85016,,
Algeria,1968,0.25785,17.05182,,
Algeria,1969,0.27416,18.30799,,
Algeria,1970,0.54123,20.57731,,
Algeria,1971,0.44792,21.02666,,
Algeria,1972,0.38149,19.15626,,
Algeria,1973,0.46681,21.91509,,
Algeria,1974,0.60549,27.54553,,
Algeria,1975,0.77247,36.83125,,
Algeria,1976,0.29627,28.59558,,
Algeria,1977,0.40053,32.48261,,
Algeria,1978,0.39166,31.48118,,
Algeria,1979,0.17720,24.25679,,
Algeria,1980,0.31112,23.71040,,
Algeria,1981,0.38235,24.18871,,
Algeria,1982,0.03546,18.54539,,
Algeria,1983,0.33176,19.99441,,
Algeria,1984,0.23369,18.07868,,
Algeria,1985,0.22558,16.10937,,
Algeria,1986,0.22447,13.36100,,
Algeria,1987,0.28259,9.81882,,
Algeria,1988,0.17753,11.71737,,
Algeria,1989,0.35291,14.41539,,
Algeria,1990,0.28100,14.61249,,
Algeria,1991,0.41976,15.32995,,
Algeria,1992,0.60207,16.48752,,
Algeria,1993,0.55724,15.98148,,
Algeria,1994,0.95868,20.72015,,
Algeria,1995,0.78748,24.13940,,
Algeria,1996,0.50796,18.25251,,
Algeria,1997,0.35974,16.61650,,
Algeria,1998,0.47290,18.11305,,
Algeria,1999,0.56228,17.52873,,
Algeria,2000,0.51275,15.65661,,
Argentina,1962,0.08037,4.37680,,
Argentina,1963,0.09726,4.17749,,
Argentina,1964,0.11150,3.33613,,
Argentina,1965,0.06684,3.34300,,
Argentina,1966,0.02554,3.05204,,
Argentina,1967,0.02071,3.62745,,
Argentina,1968,0.02515,3.56234,,
Argentina,1969,0.02850,3.99647,,
Argentina,1970,0.06433,4.36024,,
Argentina,1971,0.04650,4.00986,,
Argentina,1972,0.03441,2.75005,,
Argentina,1973,0.01698,1.89496,,
Argentina,1974,0.03202,2.19668,,
Argentina,1975,0.05454,5.89549,,
Argentina,1976,0.02171,3.17632,,
Argentina,1977,0.01188,4.58374,,
Argentina,1978,0.00835,3.29923,,
Argentina,1979,0.00357,3.47945,,
Argentina,1980,0.00566,4.00463,,
Argentina,1981,0.00662,4.37715,,
Argentina,1982,0.00582,4.83553,,
Argentina,1983,0.00104,2.89859,,
Argentina,1984,0.00285,2.92923,,
Argentina,1985,0.00264,3.14057,,
Argentina,1986,0.00341,3.40385,,
Argentina,1987,0.00744,4.13169,,
Argentina,1988,0.00690,3.29229,,
Argentina,1989,0.00607,4.31296,,
Argentina,1990,0.00857,2.33361,,
Argentina,1991,0.01498,3.28772,,
Argentina,1992,0.02577,5.27525,,
Argentina,1993,0.02651,5.77694,,
Argentina,1994,0.03496,6.82723,,
Argentina,1995,0.03905,6.22691,,
Argentina,1996,0.05428,6.94509,,
Argentina,1997,0.06985,8.19492,,
Argentina,1998,0.07809,8.48067,,
Argentina,1999,0.06673,7.27193,,
Argentina,2000,0.07246,6.59504,,
Armenia,1992,,6.38677,,
Armenia,1993,,22.65793,,
Armenia,1994,,14.96003,,
Armenia,1995,,9.62720,,
Armenia,1996,0.04371,20.33165,,
Armenia,1997,0.06835,23.11893,,
Armenia,1998,,24.56989,,
Armenia,1999,0.01203,18.77011,,
Armenia,2000,,15.42093,,
Australia,1962,0.35523,7.78017,,
Australia,1963,0.39876,8.63620,,
Australia,1964,0.37776,9.78806,,
Australia,1965,0.38485,10.69558,,
Australia,1966,0.31634,9.23874,,
Australia,1967,0.32574,8.98369,,
Australia,1968,0.27694,9.20291,,
Australia,1969,0.24034,8.44805,,
Australia,1970,0.23978,9.35772,,
Australia,1971,0.20411,8.70345,,
Australia,1972,0.16656,7.26457,,
Australia,1973,0.17118,7.53981,,
Australia,1974,0.23629,10.25866,,
Australia,1975,0.16242,8.56039,,
Australia,1976,0.16645,9.04244,,
Australia,1977,0.22279,9.87638,,
Australia,1978,0.07965,8.14539,,
Australia,1979,0.22638,10.28152,,
Australia,1980,0.20651,10.72343,,
Australia,1981,0.17661,11.00665,,
Australia,1982,0.16537,11.71883,,
Australia,1983,0.02394,7.90695,,
Australia,1984,0.15340,10.51386,,
Australia,1985,0.15734,12.27452,,
Australia,1986,0.19467,12.29394,,
Australia,1987,0.24672,11.26395,,
Australia,1988,0.15803,10.94347,,
Australia,1989,0.16106,12.12822,,
Australia,1990,0.15110,11.85341,,
Australia,1991,0.15027,11.47166,,
Australia,1992,0.15666,12.21039,,
Australia,1993,0.18717,12.47277,,
Australia,1994,0.20768,13.00769,,
Australia,1995,0.21059,13.83770,,
Australia,1996,0.21371,13.21152,,
Australia,1997,0.24339,13.16888,,
Australia,1998,0.25005,14.44749,,
Australia,1999,0.23125,14.21737,,
Australia,2000,0.26577,16.06369,,
Austria,1962,0.04974,15.28721,,
Austria,1963,0.30778,17.05717,,
Austria,1964,0.32796,17.44856,,
Austria,1965,0.35481,18.13289,,
Austria,1966,0.32190,18.53423,,
Austria,1967,0.25063,17.38962,,
Austria,1968,0.28690,17.37219,,
Austria,1969,0.26224,18.01353,,
Austria,1970,0.27347,21.24968,,
Austria,1971,0.25928,21.42038,,
Austria,1972,0.19995,21.96190,,
Austria,1973,0.19964,22.42772,,
Austria,1974,0.21893,22.83591,,
Austria,1975,0.20747,21.00638,,
Austria,1976,0.21402,24.22256,,
Austria,1977,0.26072,25.17122,,
Austria,1978,0.22337,23.50978,,
Austria,1979,0.31176,24.58355,,
Austria,1980,0.26483,26.60601,,
Austria,1981,0.36790,26.33438,,
Austria,1982,0.34842,24.57463,,
Austria,1983,0.35679,24.30630,,
Austria,1984,0.30444,25.52836,,
Austria,1985,0.32895,26.66845,,
Austria,1986,0.25094,25.00509,,
Austria,1987,0.21326,24.60999,,
Austria,1988,0.20357,25.87838,,
Austria,1989,0.27093,27.49670,,
Austria,1990,0.27184,28.74944,,
Austria,1991,0.22056,27.94225,,
Austria,1992,0.24695,26.59913,,
Austria,1993,0.25225,24.89949,,
Austria,1994,0.30722,26.60352,,
Austria,1995,0.26612,27.04443,,
Austria,1996,0.31288,27.73974,,
Austria,1997,0.29944,29.22680,,
Austria,1998,0.28299,30.16066,,
Austria,1999,0.28144,29.78205,,
Austria,2000,0.30242,31.72319,,
Azerbaijan,1992,,48.26534,,
Azerbaijan,1993,0.02431,16.60147,,
Azerbaijan,1994,,25.32167,,
Azerbaijan,1995,0.21131,17.65115,,
Azerbaijan,1996,0.39338,23.71334,,
Azerbaijan,1997,0.36663,29.50155,,
Azerbaijan,1998,0.14823,25.61162,,
Azerbaijan,1999,0.16801,18.36311,,
Azerbaijan,2000,0.01100,18.14190,,
Bahamas,1970,0.02463,49.88188,,
Bahamas,1971,0.02000,36.76497,,
Bahamas,1972,0.01075,71.48395,,
Bahamas,1973,0.01794,73.94590,,
Bahamas,1974,0.04772,172.22664,,
Bahamas,1975,0.04282,190.59229,,
Bahamas,1976,0.05857,236.32167,,
Bahamas,1977,0.05862,156.55016,,
Bahamas,1978,0.02149,42.83319,,
Bahamas,1979,0.04824,83.43370,,
Bahamas,1980,0.05320,125.24124,,
Bahamas,1981,0.16845,78.90571,,
Bahamas,1982,0.94223,53.20635,,
Bahamas,1983,0.00011,42.56327,,
Bahamas,1984,0.01997,63.74461,,
Bahamas,1985,,55.01685,,
Bahamas,1986,,65.53632,,
Bahamas,1987,,69.67470,,
Bahamas,1988,0.00370,47.02046,,
Bahamas,1989,0.01036,38.06719,,
Bahamas,1990,0.00295,53.05288,,
Bahamas,1991,0.02016,49.67106,,
Bahamas,1992,0.01398,57.67069,,
Bahamas,1993,0.00371,77.73638,,
Bahamas,1994,0.00276,55.96530,,
Bahamas,1995,0.01646,40.41524,,
Bahamas,1996,0.00804,71.16252,,
Bahamas,1997,0.03060,44.26860,,
Bahamas,1998,0.02319,41.67121,,
Bahamas,1999,0.06621,43.27734,,
Bahamas,2000,0.06954,36.10436,,
Bahrain,1970,4.03148,35.34994,,
Bahrain,1971,3.43330,39.06389,,
Bahrain,1972,2.46256,62.66440,,
Bahrain,1973,2.83418,61.77784,,
Bahrain,1974,3.19003,103.31659,,
Bahrain,1975,2.37558,95.28785,,
Bahrain,1976,3.34634,93.53248,,
Bahrain,1977,2.78448,49.53705,,
Bahrain,1978,2.62683,44.82847,,
Bahrain,1979,1.62375,82.92725,,
Bahrain,1980,2.24179,90.03091,,
Bahrain,1981,1.35033,37.03607,,
Bahrain,1982,0.29090,70.76714,,
Bahrain,1983,0.37861,25.56412,,
Bahrain,1984,0.83093,22.90158,,
Bahrain,1985,0.84744,21.42885,,
Bahrain,1986,0.81159,19.75746,,
Bahrain,1987,0.91780,20.79012,,
Bahrain,1988,0.91636,25.63502,,
Bahrain,1989,1.32857,33.42164,,
Bahrain,1990,0.87498,34.43979,,
Bahrain,1991,1.15822,35.73930,,
Bahrain,1992,1.59241,39.01773,,
Bahrain,1993,1.54084,34.16244,,
Bahrain,1994,1.31513,27.58630,,
Bahrain,1995,1.35455,21.88167,,
Bahrain,1996,1.45751,21.49531,,
Bahrain,1997,1.39278,22.64412,,
Bahrain,1998,1.36634,30.27458,,
Bahrain,1999,1.35356,25.26913,,
Bahrain,2000,0.55430,14.94806,,
Bangladesh,1972,1.51390,4.43545,,
Bangladesh,1973,1.84420,6.29178,,
Bangladesh,1974,0.61338,5.85419,,
Bangladesh,1975,0.77012,6.89258,,
Bangladesh,1976,0.87458,5.03369,,
Bangladesh,1977,0.83872,7.46784,,
Bangladesh,1978,0.72773,9.31434,,
Bangladesh,1979,1.10362,9.07795,,
Bangladesh,1980,0.64495,9.78937,,
Bangladesh,1981,1.19670,9.26238,,
Bangladesh,1982,1.22900,9.92277,,
Bangladesh,1983,0.87397,8.40151,,
Bangladesh,1984,0.73707,9.00032,,
Bangladesh,1985,0.95291,8.13342,,
Bangladesh,1986,0.85414,7.72240,,
Bangladesh,1987,1.03656,8.10020,,
Bangladesh,1988,1.18863,7.59409,,
Bangladesh,1989,1.33225,8.15837,,
Bangladesh,1990,1.48579,7.87550,,
Bangladesh,1991,1.49893,6.72912,,
Bangladesh,1992,1.74525,7.19778,,
Bangladesh,1993,1.70999,7.46071,,
Bangladesh,1994,2.27242,8.51411,,
Bangladesh,1995,3.15658,9.41238,,
Bangladesh,1996,2.43373,9.55283,,
Bangladesh,1997,2.12804,9.52230,,
Bangladesh,1998,2.56711,9.62115,,
Bangladesh,1999,1.70565,8.93076,,
Bangladesh,2000,0.35415,9.70433,,
Barbados,1962,0.11615,26.97854,,
Barbados,1963,0.25670,28.55655,,
Barbados,1964,0.39958,31.49754,,
Barbados,1965,0.26848,32.80710,,
Barbados,1966,0.28060,34.64231,,
Barbados,1967,0.44108,44.76463,,
Barbados,1968,0.52422,49.58099,,
Barbados,1969,0.66537,49.66554,,
Barbados,1970,0.79169,51.74598,,
Barbados,1971,0.73812,46.85307,,
Barbados,1972,0.75474,48.72741,,
Barbados,1973,1.08068,46.93628,,
Barbados,1974,0.88972,47.82166,,
Barbados,1975,0.59767,41.56958,,
Barbados,1976,0.79204,42.11073,,
Barbados,1977,0.72574,42.75731,,
Barbados,1978,0.71044,43.63134,,
Barbados,1979,0.42895,50.05678,,
Barbados,1980,0.23468,48.74814,,
Barbados,1981,0.04882,33.01279,,
Barbados,1982,0.10433,30.03541,,
Barbados,1983,0.14893,30.86997,,
Barbados,1984,0.01189,24.11822,,
Barbados,1985,0.02813,18.90448,,
Barbados,1986,,18.77572,,
Barbados,1987,0.00679,15.50462,,
Barbados,1988,,16.54822,,
Barbados,1989,,16.76333,,
Barbados,1990,,17.28050,,
Barbados,1991,,15.06403,,
Barbados,1992,,11.51571,,
Barbados,1993,0.02532,12.74718,,
Barbados,1994,0.02242,13.97463,,
Barbados,1995,0.00721,15.41053,,
Barbados,1996,0.05038,16.91610,,
Barbados,1997,0.08324,25.85720,,
Barbados,1998,0.11129,16.78714,,
Barbados,1999,0.06672,16.47146,,
Barbados,2000,0.12484,7.33340,,
Belarus,1992,,10.25703,,
Belarus,1993,0.16862,135.29167,,
Belarus,1994,0.02200,16.06889,,
Belarus,1995,0.02909,14.60525,,
Belarus,1996,0.18608,34.44404,,
Belarus,1997,0.02561,55.40953,,
Belarus,1998,0.01345,41.60207,,
Belarus,1999,0.01904,42.54376,,
Belarus,2000,0.01786,66.83289,,
Belgium,1962,0.80347,29.73511,,
Belgium,1963,0.77986,31.32339,,
Belgium,1964,0.87198,32.52522,,
Belgium,1965,0.87394,32.17429,,
Belgium,1966,0.76120,33.42030,,
Belgium,1967,0.74319,31.28717,,
Belgium,1968,0.76300,33.45874,,
Belgium,1969,0.65500,36.61921,,
Belgium,1970,0.61031,39.01396,,
Belgium,1971,0.59825,40.11020,,
Belgium,1972,0.54012,39.32685,,
Belgium,1973,0.54697,42.84794,,
Belgium,1974,0.77124,48.81855,,
Belgium,1975,0.57981,43.03683,,
Belgium,1976,0.63068,46.22566,,
Belgium,1977,0.73853,45.22585,,
Belgium,1978,0.70118,44.64442,,
Belgium,1979,0.64004,48.14084,,
Belgium,1980,0.66047,52.09979,,
Belgium,1981,0.71290,54.82167,,
Belgium,1982,0.85754,57.05828,,
Belgium,1983,0.92984,56.90959,,
Belgium,1984,1.03262,59.72364,,
Belgium,1985,1.05820,59.55526,,
Belgium,1986,0.84437,53.39164,,
Belgium,1987,0.79660,52.07784,,
Belgium,1988,0.89955,52.96780,,
Belgium,1989,1.13705,56.45039,,
Belgium,1990,0.97862,55.55843,,
Belgium,1991,0.98818,55.07731,,
Belgium,1992,0.94016,50.81185,,
Belgium,1993,0.95831,47.29015,,
Belgium,1994,1.11323,48.73255,,
Belgium,1995,1.11444,50.61810,,
Belgium,1996,1.23247,53.54307,,
Belgium,1997,1.56499,59.47953,,
Belgium,1998,1.65050,60.91824,,
Belgium,1999,1.48178,62.50114,,
Belgium,2000,1.70236,70.95023,,
Belize,1970,0.11106,92.73591,,
Belize,1971,0.05320,80.30989,,
Belize,1972,0.12518,81.87613,,
Belize,1973,2.46457,47.07991,,
Belize,1974,3.60160,47.50873,,
Belize,1975,2.20643,53.23482,,
Belize,1976,2.39819,66.99009,,
Belize,1977,1.28828,56.74291,,
Belize,1978,0.00083,51.96442,,
Belize,1979,10.23725,64.30808,,
Belize,1980,15.86903,48.88855,,
Belize,1981,10.17418,55.12183,,
Belize,1982,0.36206,47.05439,,
Belize,1983,0.31217,26.81799,,
Belize,1984,,30.87008,,
Belize,1985,,31.28346,,
Belize,1986,,31.92541,,
Belize,1987,,40.32188,,
Belize,1988,,45.10702,,
Belize,1989,0.15668,40.12116,,
Belize,1990,0.15711,37.38019,,
Belize,1991,0.05316,39.10690,,
Belize,1992,0.06389,36.16496,,
Belize,1993,0.01923,38.52964,,
Belize,1994,0.11046,32.21693,,
Belize,1995,,30.44060,,
Belize,1996,,33.54234,,
Belize,1997,0.02766,37.93001,,
Belize,1998,,31.18116,,
Belize,1999,0.09531,32.26914,,
Belize,2000,0.01334,13.64881,,
Benin,1962,1.78798,9.62662,,
Benin,1963,1.56586,11.43231,,
Benin,1964,1.56155,10.29514,,
Benin,1965,1.33992,10.70445,,
Benin,1966,1.12440,10.68475,,
Benin,1967,1.39446,14.12756,,
Benin,1968,1.42019,14.29881,,
Benin,1969,1.47655,14.72811,,
Benin,1970,1.43640,16.82847,,
Benin,1971,1.97403,19.10836,,
Benin,1972,1.50052,19.24545,,
Benin,1973,2.10566,17.84431,,
Benin,1974,1.13106,25.76550,,
Benin,1975,2.08796,22.66255,,
Benin,1976,2.35258,25.45205,,
Benin,1977,4.98341,30.38538,,
Benin,1978,0.02516,25.21339,,
Benin,1979,2.96824,32.79821,,
Benin,1980,0.27141,32.13657,,
Benin,1981,0.58080,41.57249,,
Benin,1982,0.05717,44.41682,,
Benin,1983,0.00279,27.57779,,
Benin,1984,0.36431,20.74161,,
Benin,1985,0.52427,28.00009,,
Benin,1986,1.12142,21.58497,,
Benin,1987,0.99824,22.08172,,
Benin,1988,0.78213,18.96789,,
Benin,1989,0.59222,13.11724,,
Benin,1990,0.79716,15.01474,,
Benin,1991,0.67282,18.53449,,
Benin,1992,0.64021,19.12083,,
Benin,1993,0.59217,22.95105,,
Benin,1994,0.56093,24.03295,,
Benin,1995,0.60504,25.80024,,
Benin,1996,0.97339,24.14740,,
Benin,1997,1.09134,28.68139,,
Benin,1998,1.22759,28.01039,,
Benin,1999,1.68817,30.31085,,
Benin,2000,0.86436,38.25122,,
Bermuda,1970,0.12691,77.82106,,
Bermuda,1971,0.05151,35.24748,,
Bermuda,1972,0.05722,33.27710,,
Bermuda,1973,0.09710,30.83836,,
Bermuda,1974,0.11424,31.13679,,
Bermuda,1975,0.05836,30.91431,,
Bermuda,1976,0.05521,26.66732,,
Bermuda,1977,0.05572,27.56073,,
Bermuda,1978,0.01562,48.28209,,
Bermuda,1979,0.05735,25.87216,,
Bermuda,1980,0.61567,286.99445,,
Bermuda,1981,0.06089,28.33159,,
Bermuda,1982,0.04813,28.06683,,
Bermuda,1983,0.05064,26.94984,,
Bermuda,1984,0.00821,42.82038,,
Bermuda,1985,0.01372,30.53234,,
Bermuda,1986,0.20280,26.06541,,
Bermuda,1987,0.01867,28.43885,,
Bermuda,1988,0.01343,42.52545,,
Bermuda,1989,0.04658,36.53429,,
Bermuda,1990,0.00727,37.99235,,
Bermuda,1991,0.09616,35.99190,,
Bermuda,1992,0.05130,44.53058,,
Bermuda,1993,0.00882,46.60248,,
Bermuda,1994,0.00604,33.73680,,
Bermuda,1995,0.01040,25.51836,,
Bermuda,1996,0.03637,30.51846,,
Bermuda,1997,0.00351,38.93044,,
Bermuda,1998,0.02744,35.44952,,
Bermuda,1999,0.01787,62.93065,,
Bermuda,2000,0.01894,89.63071,,
Bosnia and Herzegovina,1992,,2.68804,,
Bosnia and Herzegovina,1993,,3.41623,,
Bosnia and Herzegovina,1994,0.00461,7.65946,,
Bosnia and Herzegovina,1995,,18.22493,,
Bosnia and Herzegovina,1996,0.01660,39.48226,,
Bosnia and Herzegovina,1997,0.02062,36.08719,,
Bosnia and Herzegovina,1998,0.02287,34.80740,,
Bosnia and Herzegovina,1999,0.00818,34.97490,,
Bosnia and Herzegovina,2000,0.01110,29.96807,,
Brazil,1962,0.00506,7.83578,,
Brazil,1963,0.01788,6.88770,,
Brazil,1964,0.00447,6.29254,,
Brazil,1965,0.00611,5.38777,,
Brazil,1966,0.00679,5.91530,,
Brazil,1967,0.00890,5.59142,,
Brazil,1968,0.01148,6.57926,,
Brazil,1969,0.01628,6.63832,,
Brazil,1970,0.04717,7.70212,,
Brazil,1971,0.05407,8.92270,,
Brazil,1972,0.02542,8.93031,,
Brazil,1973,0.04358,9.16175,,
Brazil,1974,0.17451,14.13173,,
Brazil,1975,0.07206,11.38800,,
Brazil,1976,0.06051,9.47576,,
Brazil,1977,0.04569,7.83676,,
Brazil,1978,0.02572,7.86536,,
Brazil,1979,0.07287,8.76427,,
Brazil,1980,0.06753,10.42600,,
Brazil,1981,0.02840,8.97690,,
Brazil,1982,0.00861,7.25517,,
Brazil,1983,0.00262,3.85164,,
Brazil,1984,0.01403,6.60401,,
Brazil,1985,0.01956,5.61931,,
Brazil,1986,0.05843,6.12016,,
Brazil,1987,0.05249,5.90739,,
Brazil,1988,0.03938,5.31567,,
Brazil,1989,0.03170,4.81318,,
Brazil,1990,0.03043,5.20780,,
Brazil,1991,0.03566,5.80016,,
Brazil,1992,0.02839,5.98769,,
Brazil,1993,0.06198,6.49301,,
Brazil,1994,0.04544,5.93177,,
Brazil,1995,0.05639,6.65725,,
Brazil,1996,0.06454,6.38200,,
Brazil,1997,0.07977,7.09530,,
Brazil,1998,0.07058,6.88028,,
Brazil,1999,0.08396,8.34475,,
Brazil,2000,0.12711,8.56490,,
Bulgaria,1970,0.42614,3.89308,,
Bulgaria,1971,0.52002,3.87049,,
Bulgaria,1972,0.54412,3.72953,,
Bulgaria,1973,0.45277,4.43513,,
Bulgaria,1974,0.60064,6.85537,,
Bulgaria,1975,0.76859,9.87354,,
Bulgaria,1976,0.68539,8.12262,,
Bulgaria,1977,0.39740,7.89791,,
Bulgaria,1978,0.19830,8.16240,,
Bulgaria,1979,0.30269,8.95138,,
Bulgaria,1980,0.15091,6.52510,,
Bulgaria,1981,0.22847,6.42071,,
Bulgaria,1982,0.18912,4.67591,,
Bulgaria,1983,0.07487,5.46218,,
Bulgaria,1984,0.14132,6.06517,,
Bulgaria,1985,0.30212,7.99329,,
Bulgaria,1986,0.17829,7.36234,,
Bulgaria,1987,0.18302,6.92575,,
Bulgaria,1988,0.16000,5.96411,,
Bulgaria,1989,0.11510,6.25300,,
Bulgaria,1990,0.29925,9.89995,,
Bulgaria,1991,0.95159,21.55706,,
Bulgaria,1992,4.45242,37.17137,,
Bulgaria,1993,0.10259,19.78982,,
Bulgaria,1994,0.14595,25.30302,,
Bulgaria,1995,0.15870,24.56640,,
Bulgaria,1996,1.99480,43.04150,,
Bulgaria,1997,2.41298,38.34150,,
Bulgaria,1998,2.81686,29.26811,,
Bulgaria,1999,2.46966,36.20692,,
Bulgaria,2000,3.18590,44.94744,,
Burkina Faso,1962,1.20495,6.28179,,
Burkina Faso,1963,0.90884,5.99063,,
Burkina Faso,1964,0.89822,6.25713,,
Burkina Faso,1965,0.54000,5.79384,,
Burkina Faso,1966,0.49630,5.26683,,
Burkina Faso,1967,0.49313,5.42620,,
Burkina Faso,1968,0.47723,6.25026,,
Burkina Faso,1969,0.75673,7.58135,,
Burkina Faso,1970,0.54655,7.95748,,
Burkina Faso,1971,0.38002,7.77358,,
Burkina Faso,1972,0.51443,7.83078,,
Burkina Faso,1973,0.70687,8.81329,,
Burkina Faso,1974,0.66865,16.31804,,
Burkina Faso,1975,0.65606,12.42929,,
Burkina Faso,1976,0.17433,11.59043,,
Burkina Faso,1977,0.09519,12.42794,,
Burkina Faso,1978,0.00279,10.96003,,
Burkina Faso,1979,0.83305,12.93809,,
Burkina Faso,1980,0.92796,13.75123,,
Burkina Faso,1981,0.83668,13.52822,,
Burkina Faso,1982,0.01266,9.41374,,
Burkina Faso,1983,0.01539,8.67047,,
Burkina Faso,1984,0.16050,8.19807,,
Burkina Faso,1985,,9.00580,,
Burkina Faso,1986,0.01517,10.25820,,
Burkina Faso,1987,0.00890,8.38973,,
Burkina Faso,1988,0.02546,8.44056,,
Burkina Faso,1989,0.03773,8.30372,,
Burkina Faso,1990,0.03597,8.08396,,
Burkina Faso,1991,0.02595,8.01427,,
Burkina Faso,1992,0.02975,6.86474,,
Burkina Faso,1993,0.03001,6.35541,,
Burkina Faso,1994,0.02878,8.03104,,
Burkina Faso,1995,0.11435,9.25737,,
Burkina Faso,1996,0.08538,10.43480,,
Burkina Faso,1997,0.07372,11.57880,,
Burkina Faso,1998,0.26217,13.72244,,
Burkina Faso,1999,0.23342,10.23074,,
Burkina Faso,2000,0.19710,9.67011,,
Burundi,1962,0.00232,4.76574,,
Burundi,1963,0.00893,4.79377,,
Burundi,1964,0.00951,4.88197,,
Burundi,1965,2.14627,16.49695,,
Burundi,1966,0.03235,7.77647,,
Burundi,1967,0.03392,7.14544,,
Burundi,1968,0.06981,8.44775,,
Burundi,1969,0.01773,5.94674,,
Burundi,1970,1.55300,6.01759,,
Burundi,1971,6.37769,6.22802,,
Burundi,1972,1.92243,6.67396,,
Burundi,1973,1.48301,6.52962,,
Burundi,1974,0.65615,9.54212,,
Burundi,1975,1.08548,12.48187,,
Burundi,1976,1.20085,10.49462,,
Burundi,1977,0.78672,7.30770,,
Burundi,1978,1.34070,9.17416,,
Burundi,1979,2.77443,8.89699,,
Burundi,1980,3.08100,7.79683,,
Burundi,1981,0.01433,7.63381,,
Burundi,1982,0.06559,9.65427,,
Burundi,1983,0.00770,7.55873,,
Burundi,1984,0.01206,7.62416,,
Burundi,1985,,5.52625,,
Burundi,1986,,6.45681,,
Burundi,1987,,8.61067,,
Burundi,1988,,8.99569,,
Burundi,1989,,7.89454,,
Burundi,1990,0.09010,9.42313,,
Burundi,1991,0.20224,9.22016,,
Burundi,1992,0.09907,9.44685,,
Burundi,1993,0.34730,9.46083,,
Burundi,1994,0.81929,9.35818,,
Burundi,1995,1.04406,10.33934,,
Burundi,1996,0.79559,6.45913,,
Burundi,1997,0.02766,4.15840,,
Burundi,1998,0.03962,6.07388,,
Burundi,1999,0.07042,5.49106,,
Burundi,2000,0.01946,6.45584,,
Cambodia,1970,0.28705,20.78447,,
Cambodia,1971,0.72361,31.62098,,
Cambodia,1972,3.07689,172.35924,,
Cambodia,1973,0.49291,288.34824,,
Cambodia,1974,0.02671,6.97437,,
Cambodia,1975,0.00423,1.65581,,
Cambodia,1976,0.00015,0.07165,,
Cambodia,1977,0.00385,0.44738,,
Cambodia,1978,0.00035,0.22771,,
Cambodia,1979,0.03047,0.61943,,
