Entity,Year,Public expenditure on health %GDP (OWID extrapolated series),Public expenditure on health %GDP - (Lindert (1994)),Public expenditure on health %GDP - (OECD (1993)),Public expenditure on health %GDP (OECDstat (2016)),Public expenditure on health %GDP (WHO (2017))
Guyana,2005,4.35965865,,,,4.35965865
Guyana,2006,3.04494427,,,,3.04494427
Guyana,2007,4.68579605,,,,4.68579605
Guyana,2008,5.59724601,,,,5.59724601
Guyana,2009,5.30091141,,,,5.30091141
Guyana,2010,4.46058371,,,,4.46058371
Guyana,2011,4.57147769,,,,4.57147769
Guyana,2012,4.33943785,,,,4.33943785
Guyana,2013,2.89615344,,,,2.89615344
Guyana,2014,3.11969809,,,,3.11969809
Haiti,1995,2.70077832,,,,2.70077832
Haiti,1996,2.4568023,,,,2.4568023
Haiti,1997,2.44421813,,,,2.44421813
Haiti,1998,2.03184279,,,,2.03184279
Haiti,1999,1.6966529,,,,1.6966529
Haiti,2000,1.67955659,,,,1.67955659
Haiti,2001,1.47257876,,,,1.47257876
Haiti,2002,1.41110647,,,,1.41110647
Haiti,2003,1.5853491,,,,1.5853491
Haiti,2004,2.02926952,,,,2.02926952
Haiti,2005,0.93849496,,,,0.93849496
Haiti,2006,1.35559353,,,,1.35559353
Haiti,2007,1.32660942,,,,1.32660942
Haiti,2008,1.35599984,,,,1.35599984
Haiti,2009,1.3726482,,,,1.3726482
Haiti,2010,1.41058325,,,,1.41058325
Haiti,2011,1.80632117,,,,1.80632117
Haiti,2012,0.98027129,,,,0.98027129
Haiti,2013,1.72454126,,,,1.72454126
Haiti,2014,1.55951642,,,,1.55951642
Honduras,1995,2.86657957,,,,2.86657957
Honduras,1996,2.46060758,,,,2.46060758
Honduras,1997,2.37295217,,,,2.37295217
Honduras,1998,2.92390839,,,,2.92390839
Honduras,1999,2.90275734,,,,2.90275734
Honduras,2000,3.59297017,,,,3.59297017
Honduras,2001,3.61645901,,,,3.61645901
Honduras,2002,3.90616853,,,,3.90616853
Honduras,2003,4.73308694,,,,4.73308694
Honduras,2004,4.20717731,,,,4.20717731
Honduras,2005,3.90589865,,,,3.90589865
Honduras,2006,3.48897019,,,,3.48897019
Honduras,2007,3.63946928,,,,3.63946928
Honduras,2008,3.7255736,,,,3.7255736
Honduras,2009,4.55417153,,,,4.55417153
Honduras,2010,4.21561072,,,,4.21561072
Honduras,2011,3.91684188,,,,3.91684188
Honduras,2012,4.45364758,,,,4.45364758
Honduras,2013,4.45707485,,,,4.45707485
Honduras,2014,4.41783425,,,,4.41783425
Hungary,1991,6.098501515,,,5.6294,
Hungary,1992,6.476475576,,,5.9783,
Hungary,1993,6.498467188,,,5.9986,
Hungary,1994,6.933316108,,,6.4,
Hungary,1995,6.06578493,,,5.5992,6.06578493
Hungary,1996,5.70763144,,,5.3807,5.70763144
Hungary,1997,5.48077096,,,5.0639,5.48077096
Hungary,1998,5.29304724,,,4.9426,5.29304724
Hungary,1999,5.21569248,,,4.909,5.21569248
Hungary,2000,4.99226279,,,4.7255,4.99226279
Hungary,2001,4.90774789,,,4.6615,4.90774789
Hungary,2002,5.24166092,,,4.9606,5.24166092
Hungary,2003,5.98682946,,,5.748,5.98682946
Hungary,2004,5.62590499,,,5.4863,5.62590499
Hungary,2005,5.7983159,,,5.6784,5.7983159
Hungary,2006,5.65115926,,,5.5527,5.65115926
Hungary,2007,5.05082807,,,5.0032,5.05082807
Hungary,2008,4.91256727,,,4.9224,4.91256727
Hungary,2009,4.95861491,,,4.9846,4.95861491
Hungary,2010,5.11749481,,,5.0785,5.11749481
Hungary,2011,5.02988706,,,5.0484,5.02988706
Hungary,2012,4.91010603,,,4.919,4.91010603
Hungary,2013,4.9058284,,,4.8676,4.9058284
Hungary,2014,4.88308191,,,4.8071,4.88308191
Hungary,2015,,,,4.7156,
Iceland,1960,1.760338907,,2.35,,
Iceland,1961,2.290236843,,3.06,,
Iceland,1962,2.557757386,,3.42,,
Iceland,1963,2.152932476,,2.88,,
Iceland,1964,2.55049103,,3.41,,
Iceland,1965,2.43581779,,3.26,,
Iceland,1966,2.609804775,,3.49,,
Iceland,1967,3.153097467,,4.21,,
Iceland,1968,3.461164577,,4.63,,
Iceland,1969,3.420087019,,4.57,,
Iceland,1970,3.237981019,,4.33,3.0602,
Iceland,1971,3.558795294,,4.48,3.3634,
Iceland,1972,4.277029892,,4.73,4.0422,
Iceland,1973,3.94394172,,4.42,3.7274,
Iceland,1974,4.795707853,,5.08,4.5324,
Iceland,1975,5.159374958,,5.42,4.8761,
Iceland,1976,4.83125983,,5.20,4.566,
Iceland,1977,4.798353089,,5.24,4.5349,
Iceland,1978,5.301688679,,5.67,5.0106,
Iceland,1979,5.986593297,,5.81,5.6579,
Iceland,1980,5.431093645,,5.67,5.1329,
Iceland,1981,5.583670883,,5.90,5.2771,
Iceland,1982,5.865758897,,6.18,5.5437,
Iceland,1983,6.471200612,,6.77,6.1159,
Iceland,1984,5.9139022,,6.09,5.5892,
Iceland,1985,6.128695398,,6.40,5.7922,
Iceland,1986,6.505482877,,6.79,6.1483,
Iceland,1987,6.728635023,,6.99,6.3592,
Iceland,1988,7.248371078,,7.47,6.8504,
Iceland,1989,7.038868352,,7.40,6.6524,
Iceland,1990,6.734137114,,7.24,6.3644,
Iceland,1991,6.897824345,,7.29,6.5191,
Iceland,1992,6.929038135,,,6.5486,
Iceland,1993,6.881635498,,,6.5038,
Iceland,1994,6.751701484,,,6.381,
Iceland,1995,6.88713759,,,6.509,6.88713759
Iceland,1996,6.79741297,,,6.4956,6.79741297
Iceland,1997,6.49311732,,,6.3181,6.49311732
Iceland,1998,7.03736898,,,6.7901,7.03736898
Iceland,1999,7.77504317,,,7.2197,7.77504317
Iceland,2000,7.54498042,,,7.2759,7.54498042
Iceland,2001,7.40536903,,,7.1692,7.40536903
Iceland,2002,8.074376,,,7.8398,8.074376
Iceland,2003,8.23128934,,,8.2328,8.23128934
Iceland,2004,7.79429638,,,7.7591,7.79429638
Iceland,2005,7.49948502,,,7.4706,7.49948502
Iceland,2006,7.34951034,,,7.3106,7.34951034
Iceland,2007,7.22544354,,,7.1966,7.22544354
Iceland,2008,7.27430979,,,7.2441,7.27430979
Iceland,2009,7.47948052,,,7.4448,7.47948052
Iceland,2010,7.11606407,,,7.094,7.11606407
Iceland,2011,6.97224335,,,6.9656,6.97224335
Iceland,2012,6.99404794,,,7.0148,6.99404794
Iceland,2013,7.06758083,,,7.0676,7.06758083
Iceland,2014,7.17970594,,,7.1785,7.17970594
Iceland,2015,,,,7.174,
India,1995,1.05151096,,,,1.05151096
India,1996,1.00671418,,,,1.00671418
India,1997,1.07253618,,,,1.07253618
India,1998,1.1043344,,,,1.1043344
India,1999,1.13045899,,,,1.13045899
India,2000,1.11244301,,,,1.11244301
India,2001,1.07799618,,,,1.07799618
India,2002,1.02576199,,,,1.02576199
India,2003,0.98493051,,,,0.98493051
India,2004,1.02268177,,,,1.02268177
India,2005,1.1342577,,,,1.1342577
India,2006,1.11061062,,,,1.11061062
India,2007,1.09960072,,,,1.09960072
India,2008,1.16274094,,,,1.16274094
India,2009,1.22097108,,,,1.22097108
India,2010,1.16101581,,,,1.16101581
India,2011,1.17537664,,,,1.17537664
India,2012,1.18387275,,,,1.18387275
India,2013,1.28688659,,,,1.28688659
India,2014,1.40723762,,,,1.40723762
Indonesia,1995,0.70897905,,,,0.70897905
Indonesia,1996,0.72678213,,,,0.72678213
Indonesia,1997,0.6768522,,,,0.6768522
Indonesia,1998,0.70806503,,,,0.70806503
Indonesia,1999,0.77264556,,,,0.77264556
Indonesia,2000,0.72468259,,,,0.72468259
Indonesia,2001,0.9635658,,,,0.9635658
Indonesia,2002,0.88427274,,,,0.88427274
Indonesia,2003,1.01530118,,,,1.01530118
Indonesia,2004,0.93487114,,,,0.93487114
Indonesia,2005,0.803211,,,,0.803211
Indonesia,2006,0.91258309,,,,0.91258309
Indonesia,2007,1.12642589,,,,1.12642589
Indonesia,2008,1.00579762,,,,1.00579762
Indonesia,2009,1.01954942,,,,1.01954942
Indonesia,2010,1.03300414,,,,1.03300414
Indonesia,2011,1.02891405,,,,1.02891405
Indonesia,2012,1.14773652,,,,1.14773652
Indonesia,2013,1.15362899,,,,1.15362899
Indonesia,2014,1.0755363,,,,1.0755363
Iran,1995,1.67607169,,,,1.61656102
Iran,1996,1.72567844,,,,1.60973286
Iran,1997,1.94221657,,,,1.83274093
Iran,1998,2.13765103,,,,2.03885481
Iran,1999,1.86003165,,,,1.79017103
Iran,2000,1.8631225,,,,2.03252988
Iran,2001,2.19473642,,,,2.2132892
Iran,2002,2.18927472,,,,1.498962
Iran,2003,2.34823934,,,,2.14223236
Iran,2004,2.23931692,,,,2.06706056
Iran,2005,2.3334582,,,,2.16143328
Iran,2006,2.56809019,,,,2.41481509
Iran,2007,2.42396485,,,,2.23901843
Iran,2008,2.43782038,,,,2.22555047
Iran,2009,2.87914109,,,,2.64137167
Iran,2010,2.68468208,,,,2.42000844
Iran,2011,2.47903326,,,,2.40903498
Iran,2012,2.68760016,,,,2.37778713
Iran,2013,2.73404016,,,,2.4583951
Iran,2014,2.84080215,,,,3.71650991
Iraq,2003,1.97933709,,,,1.97933709
Iraq,2004,4.05040922,,,,4.05040922
Iraq,2005,2.78387228,,,,2.78387228
Iraq,2006,1.91357157,,,,1.91357157
Iraq,2007,2.56524357,,,,2.56524357
Iraq,2008,2.93957483,,,,2.93957483
Iraq,2009,3.45308147,,,,3.45308147
Iraq,2010,2.82324919,,,,2.82324919
Iraq,2011,2.49103317,,,,2.49103317
Iraq,2012,3.28004061,,,,3.28004061
Iraq,2013,3.71919911,,,,3.71919911
Iraq,2014,3.33814899,,,,3.33814899
Ireland,1930,0.62,0.62,,,
Ireland,1960,2.543365061,,3.01,,
Ireland,1961,2.484308597,,2.94,,
Ireland,1962,2.524813628,,2.99,,
Ireland,1963,2.669611008,,3.16,,
Ireland,1964,2.812424827,,3.33,,
Ireland,1965,2.818485666,,3.34,,
Ireland,1966,3.094317044,,3.66,,
Ireland,1967,3.366418171,,3.99,,
Ireland,1968,3.120850318,,3.69,,
Ireland,1969,3.289376612,,3.89,,
Ireland,1970,3.858345944,,4.57,3.7354,
Ireland,1971,4.107174862,,4.75,3.9763,
Ireland,1972,4.343712106,,5.05,4.2053,
Ireland,1973,4.689531622,,5.41,4.5401,
Ireland,1974,5.159300786,,5.89,4.9949,
Ireland,1975,5.689185529,,6.36,5.5079,
Ireland,1976,5.457916145,,6.25,5.284,
Ireland,1977,5.097739128,,6.03,4.9353,
Ireland,1978,5.379414702,,6.33,5.208,
Ireland,1979,5.779565481,,6.81,5.5954,
Ireland,1980,6.257494663,,7.54,6.0581,
Ireland,1981,6.010524991,,7.28,5.819,
Ireland,1982,5.875626458,,6.87,5.6884,
Ireland,1983,5.773161416,,6.77,5.5892,
Ireland,1984,5.46731566,,6.41,5.2931,
Ireland,1985,5.400589433,,6.32,5.2285,
Ireland,1986,5.254638724,,6.17,5.0872,
Ireland,1987,4.902621725,,5.72,4.7464,
Ireland,1988,4.576944026,,5.32,4.4311,
Ireland,1989,4.396184123,,5.01,4.2561,
Ireland,1990,4.239077945,,5.20,4.104,
Ireland,1991,4.610307139,,5.56,4.4634,
Ireland,1992,4.85190566,,,4.6973,
Ireland,1993,4.920284549,,,4.7635,
Ireland,1994,4.825463069,,,4.6717,
Ireland,1995,4.66980297,,,4.521,4.66980297
Ireland,1996,4.54190547,,,4.3581,4.54190547
Ireland,1997,4.64483986,,,4.3612,4.64483986
Ireland,1998,4.4945387,,,4.2355,4.4945387
Ireland,1999,4.46186632,,,4.2199,4.46186632
Ireland,2000,4.46660108,,,4.5783,4.46660108
Ireland,2001,4.91167275,,,5.0222,4.91167275
Ireland,2002,5.1711671,,,5.2728,5.1711671
Ireland,2003,5.40268378,,,5.5118,5.40268378
Ireland,2004,5.59622888,,,5.7006,5.59622888
Ireland,2005,5.52072419,,,6.0391,5.52072419
Ireland,2006,5.44387862,,,5.8495,5.44387862
Ireland,2007,5.72991017,,,6.1868,5.72991017
Ireland,2008,6.51302712,,,7.2284,6.51302712
Ireland,2009,6.91724158,,,8.1143,6.91724158
Ireland,2010,6.1014399,,,8.0765,6.1014399
Ireland,2011,5.52604346,,,7.5111,5.52604346
Ireland,2012,5.62241699,,,7.6695,5.62241699
Ireland,2013,5.33328882,,,7.3062,5.33328882
Ireland,2014,5.14148408,,,7.0194,5.14148408
Ireland,2015,,,,6.4982,
Israel,1995,4.95014543,,,4.7322,4.95014543
Israel,1996,5.10814423,,,4.8996,5.10814423
Israel,1997,5.14484079,,,4.9211,5.14484079
Israel,1998,4.76218924,,,4.5998,4.76218924
Israel,1999,4.60178211,,,4.4064,4.60178211
Israel,2000,4.46036146,,,4.2904,4.46036146
Israel,2001,4.71917215,,,4.5298,4.71917215
Israel,2002,4.73781875,,,4.5765,4.73781875
Israel,2003,4.58758637,,,4.4393,4.58758637
Israel,2004,4.47343624,,,4.3425,4.47343624
Israel,2005,4.40842582,,,4.2602,4.40842582
Israel,2006,4.70256022,,,4.3207,4.70256022
Israel,2007,4.56088595,,,4.1772,4.56088595
Israel,2008,4.47159299,,,4.2624,4.47159299
Israel,2009,4.56077326,,,4.3173,4.56077326
Israel,2010,4.61227648,,,4.4088,4.61227648
Israel,2011,4.61852466,,,4.3847,4.61852466
Israel,2012,4.865017,,,4.4346,4.865017
Israel,2013,4.85780838,,,4.5201,4.85780838
Israel,2014,4.75169581,,,4.65,4.75169581
Israel,2015,,,,4.6026,
Italy,1880,0,0,,,
Italy,1890,0,0,,,
Italy,1900,0,0,,,
Italy,1910,0,0,,,
Italy,1920,0,0,,,
Italy,1930,0,0,,,
Italy,1960,2.824634156,,3.00,,
Italy,1961,2.904989764,,3.09,,
Italy,1962,2.904516272,,3.09,,
Italy,1963,3.161746169,,3.36,,
Italy,1964,3.37286226,,3.58,,
Italy,1965,3.58043117,,3.80,,
Italy,1966,3.720252224,,3.95,,
Italy,1967,3.867907848,,4.11,,
Italy,1968,3.939158615,,4.19,,
Italy,1969,4.006494726,,4.26,,
Italy,1970,4.211581627,,4.47,,
Italy,1971,4.617431634,,4.91,,
Italy,1972,4.97430695,,5.29,,
Italy,1973,4.925024017,,5.23,,
Italy,1974,4.939024325,,5.25,,
Italy,1975,4.928973102,,5.24,,
Italy,1976,4.905457461,,5.21,,
Italy,1977,4.603772501,,4.89,,
Italy,1978,4.897644343,,5.20,,
Italy,1979,4.916015873,,5.22,,
Italy,1980,5.244889077,,5.57,,
Italy,1981,5.011379273,,5.32,,
Italy,1982,5.111210159,,5.43,,
Italy,1983,5.202919516,,5.53,,
Italy,1984,5.019982922,,5.33,,
Italy,1985,5.101385906,,5.42,,
Italy,1986,4.959733309,,5.27,,
Italy,1987,5.371193385,,5.71,,
Italy,1988,5.544272086,,5.89,5.4068,
Italy,1989,5.463776163,,5.87,5.3283,
Italy,1990,5.849028627,,6.28,5.704,
Italy,1991,6.032784926,,6.46,5.8832,
Italy,1992,5.90009483,,,5.7538,
Italy,1993,5.709878349,,,5.5683,
Italy,1994,5.427578633,,,5.293,
Italy,1995,5.02089477,,,4.8964,5.02089477
Italy,1996,5.08449383,,,4.9656,5.08449383
Italy,1997,5.28628874,,,5.1472,5.28628874
Italy,1998,5.30023437,,,5.1317,5.30023437
Italy,1999,5.38466978,,,5.2058,5.38466978
Italy,2000,5.70465804,,,5.5062,5.70465804
Italy,2001,5.97316417,,,5.7973,5.97316417
Italy,2002,6.07690275,,,5.9165,6.07690275
Italy,2003,6.07045375,,,5.9178,6.07045375
Italy,2004,6.41476699,,,6.2427,6.41476699
Italy,2005,6.64414757,,,6.479,6.64414757
Italy,2006,6.74359729,,,6.5774,6.74359729
Italy,2007,6.48783966,,,6.3252,6.48783966
Italy,2008,6.8366536,,,6.6504,6.8366536
Italy,2009,7.24866586,,,7.0291,7.24866586
Italy,2010,7.2566735,,,7.0244,7.2566735
Italy,2011,6.96918518,,,6.8038,6.96918518
Italy,2012,6.9931209,,,6.8114,6.9931209
Italy,2013,6.96735138,,,6.8081,6.96735138
Italy,2014,6.99265103,,,6.8641,6.99265103
Italy,2015,,,,6.8312,
Jamaica,1995,2.22428069,,,,2.22428069
Jamaica,1996,2.85907453,,,,2.85907453
Jamaica,1997,3.35487388,,,,3.35487388
Jamaica,1998,3.38375192,,,,3.38375192
Jamaica,1999,2.71111359,,,,2.71111359
Jamaica,2000,3.22045272,,,,3.22045272
Jamaica,2001,2.44963229,,,,2.44963229
Jamaica,2002,2.78734923,,,,2.78734923
Jamaica,2003,2.30426789,,,,2.30426789
Jamaica,2004,2.7238551,,,,2.7238551
Jamaica,2005,1.98584492,,,,1.98584492
Jamaica,2006,2.31021091,,,,2.31021091
Jamaica,2007,2.53492008,,,,2.53492008
Jamaica,2008,2.89367121,,,,2.89367121
Jamaica,2009,2.89373821,,,,2.89373821
Jamaica,2010,2.99010608,,,,2.99010608
Jamaica,2011,2.79522281,,,,2.79522281
Jamaica,2012,3.27376045,,,,3.27376045
Jamaica,2013,3.38013488,,,,3.38013488
Jamaica,2014,2.80857803,,,,2.80857803
Japan,1880,0.03,0.03,,,
Japan,1890,0.07,0.07,,,
Japan,1900,0.1,0.1,,,
Japan,1910,0.1,0.1,,,
Japan,1920,0.1,0.1,,,
Japan,1930,0.12,0.12,,,
Japan,1960,1.833913438,,1.81,,
Japan,1961,2.094559232,,2.07,,
Japan,1962,2.214851059,,2.19,,
Japan,1963,2.378676676,,2.35,,
Japan,1964,2.502055621,,2.47,,
Japan,1965,2.772649363,,2.74,,
Japan,1966,2.772001257,,2.74,,
Japan,1967,2.858931467,,2.82,,
Japan,1968,2.853513534,,2.82,,
Japan,1969,2.805115261,,2.77,,
Japan,1970,3.217888955,,3.18,3.097,
Japan,1971,3.107751328,,3.07,2.991,
Japan,1972,3.274412416,,3.23,3.1514,
Japan,1973,3.242825776,,3.20,3.121,
Japan,1974,3.834244049,,3.79,3.6902,
Japan,1975,4.119978457,,4.07,3.9652,
Japan,1976,4.296614273,,4.24,4.1352,
Japan,1977,4.267729122,,4.72,4.1074,
Japan,1978,4.608844054,,4.55,4.4357,
Japan,1979,4.598869326,,4.54,4.4261,
Japan,1980,4.705889849,,4.64,4.5291,
Japan,1981,4.73809991,,4.68,4.5601,
Japan,1982,4.854575645,,4.80,4.6722,
Japan,1983,5.055005345,,4.99,4.8651,
Japan,1984,4.910060072,,4.83,4.7256,
Japan,1985,4.812079146,,4.70,4.6313,
Japan,1986,4.891980877,,4.81,4.7082,
Japan,1987,4.982688564,,4.86,4.7955,
Japan,1988,4.858004458,,4.79,4.6755,
Japan,1989,4.753789327,,4.73,4.5752,
Japan,1990,4.684693552,,4.71,4.5087,
Japan,1991,4.762932828,,4.76,4.584,
Japan,1992,4.962427396,,,4.776,
Japan,1993,5.256474078,,,5.059,
Japan,1994,5.440383134,,,5.236,
Japan,1995,5.4515008,,,5.2467,5.4515008
Japan,1996,5.34258605,,,5.1418,5.34258605
Japan,1997,5.46991612,,,5.278,5.46991612
Japan,1998,5.6529118,,,5.4587,5.6529118
Japan,1999,5.90909769,,,5.748,5.90909769
Japan,2000,6.08761401,,,5.9415,6.08761401
Japan,2001,6.29740618,,,6.1641,6.29740618
Japan,2002,6.36155257,,,6.2386,6.36155257
Japan,2003,6.42041005,,,6.2879,6.42041005
Japan,2004,6.47273952,,,6.3571,6.47273952
Japan,2005,6.65745957,,,6.5689,6.65745957
Japan,2006,6.59643924,,,6.5213,6.59643924
Japan,2007,6.71504487,,,6.6448,6.71504487
Japan,2008,6.99502179,,,6.9146,6.99502179
Japan,2009,7.75349321,,,7.6509,7.75349321
Japan,2010,7.86196937,,,7.7766,7.86196937
Japan,2011,8.31824984,,,9.2643,8.31824984
Japan,2012,8.40992077,,,9.4306,8.40992077
Japan,2013,8.5282191,,,9.5504,8.5282191
Japan,2014,8.55008168,,,9.6148,8.55008168
Japan,2015,,,,9.515,
Jordan,1995,5.32889836,,,,5.32889836
Jordan,1996,5.44118216,,,,5.44118216
Jordan,1997,5.11639274,,,,5.11639274
Jordan,1998,5.30058976,,,,5.30058976
Jordan,1999,4.9910697,,,,4.9910697
Jordan,2000,4.63530935,,,,4.63530935
Jordan,2001,4.7860931,,,,4.7860931
Jordan,2002,4.81069143,,,,4.81069143
Jordan,2003,4.45103699,,,,4.45103699
Jordan,2004,4.69232591,,,,4.69232591
Jordan,2005,4.76100832,,,,4.76100832
Jordan,2006,4.48990028,,,,4.48990028
Jordan,2007,4.99418197,,,,4.99418197
Jordan,2008,5.43125045,,,,5.43125045
Jordan,2009,6.6959843,,,,6.6959843
Jordan,2010,5.92129561,,,,5.92129561
Jordan,2011,5.90586213,,,,5.90586213
Jordan,2012,5.50930257,,,,5.50930257
Jordan,2013,4.87355545,,,,4.87355545
Jordan,2014,5.19310195,,,,5.19310195
Kazakhstan,1995,2.95348998,,,,2.95348998
Kazakhstan,1996,2.7590641,,,,2.7590641
Kazakhstan,1997,3.00261581,,,,3.00261581
Kazakhstan,1998,3.09298526,,,,3.09298526
Kazakhstan,1999,2.29610763,,,,2.29610763
Kazakhstan,2000,2.11931065,,,,2.11931065
Kazakhstan,2001,1.96579516,,,,1.96579516
Kazakhstan,2002,1.9331209,,,,1.9331209
Kazakhstan,2003,2.01432141,,,,2.01432141
Kazakhstan,2004,2.29466653,,,,2.29466653
Kazakhstan,2005,2.52154179,,,,2.52154179
Kazakhstan,2006,2.3057194,,,,2.3057194
Kazakhstan,2007,1.78413256,,,,1.78413256
Kazakhstan,2008,2.26257832,,,,2.26257832
Kazakhstan,2009,2.65111923,,,,2.65111923
Kazakhstan,2010,2.52721801,,,,2.52721801
Kazakhstan,2011,2.27155274,,,,2.27155274
Kazakhstan,2012,2.40821469,,,,2.40821469
Kazakhstan,2013,2.18920504,,,,2.18920504
Kazakhstan,2014,2.36790309,,,,2.36790309
Kenya,1995,1.96935537,,,,1.96935537
Kenya,1996,1.66298016,,,,1.66298016
Kenya,1997,1.59950791,,,,1.59950791
Kenya,1998,1.99490327,,,,1.99490327
Kenya,1999,1.67225462,,,,1.67225462
Kenya,2000,2.1667251,,,,2.1667251
Kenya,2001,2.06730417,,,,2.06730417
Kenya,2002,1.94316444,,,,1.94316444
Kenya,2003,1.92813908,,,,1.92813908
Kenya,2004,1.7957209,,,,1.7957209
Kenya,2005,1.8454075,,,,1.8454075
Kenya,2006,1.62431466,,,,1.62431466
Kenya,2007,1.59685853,,,,1.59685853
Kenya,2008,1.40330995,,,,1.40330995
Kenya,2009,1.64162437,,,,1.64162437
Kenya,2010,1.41873555,,,,1.41873555
Kenya,2011,2.62353341,,,,2.62353341
Kenya,2012,3.32293745,,,,3.32293745
Kenya,2013,3.34640418,,,,3.34640418
Kenya,2014,3.50386606,,,,3.50386606
Kiribati,1995,8.96847138,,,,8.96847138
Kiribati,1996,8.79777231,,,,8.79777231
Kiribati,1997,8.98299991,,,,8.98299991
Kiribati,1998,6.65695432,,,,6.65695432
Kiribati,1999,8.44421699,,,,8.44421699
Kiribati,2000,7.58292048,,,,7.58292048
Kiribati,2001,8.49180328,,,,8.49180328
Kiribati,2002,8.56390977,,,,8.56390977
Kiribati,2003,9.4676259,,,,9.4676259
Kiribati,2004,9.89208633,,,,9.89208633
Kiribati,2005,9.46043165,,,,9.46043165
Kiribati,2006,9.35971223,,,,9.35971223
Kiribati,2007,11.40077075,,,,11.40077075
Kiribati,2008,10.31166522,,,,10.31166522
Kiribati,2009,10.36476503,,,,10.36476503
Kiribati,2010,8.72560976,,,,8.72560976
Kiribati,2011,8.56886228,,,,8.56886228
Kiribati,2012,8.31360947,,,,8.31360947
Kiribati,2013,8.23291429,,,,8.23291429
Kiribati,2014,8.29102703,,,,8.29102703
Kuwait,1995,3.07938172,,,,3.07938172
Kuwait,1996,2.75312334,,,,2.75312334
Kuwait,1997,2.95125448,,,,2.95125448
Kuwait,1998,3.5051094,,,,3.5051094
Kuwait,1999,2.91184297,,,,2.91184297
Kuwait,2000,1.90745895,,,,1.90745895
Kuwait,2001,2.93851402,,,,2.93851402
Kuwait,2002,2.84511648,,,,2.84511648
Kuwait,2003,2.59163805,,,,2.59163805
Kuwait,2004,2.19767641,,,,2.19767641
Kuwait,2005,1.89843598,,,,1.89843598
Kuwait,2006,1.82620292,,,,1.82620292
Kuwait,2007,1.67889261,,,,1.67889261
Kuwait,2008,1.5118627,,,,1.5118627
Kuwait,2009,3.37093389,,,,3.37093389
Kuwait,2010,2.33448919,,,,2.33448919
Kuwait,2011,2.25568332,,,,2.25568332
Kuwait,2012,2.1872224,,,,2.1872224
Kuwait,2013,2.16562543,,,,2.16562543
Kuwait,2014,2.61442253,,,,2.61442253
Kyrgyzstan,1995,3.05869661,,,,3.05869661
Kyrgyzstan,1996,2.5183066,,,,2.5183066
Kyrgyzstan,1997,2.56168008,,,,2.56168008
Kyrgyzstan,1998,2.53705699,,,,2.53705699
Kyrgyzstan,1999,2.25154793,,,,2.25154793
Kyrgyzstan,2000,2.0709018,,,,2.0709018
Kyrgyzstan,2001,1.96892384,,,,1.96892384
Kyrgyzstan,2002,2.1492165,,,,2.1492165
Kyrgyzstan,2003,2.056844,,,,2.056844
Kyrgyzstan,2004,2.27517826,,,,2.27517826
Kyrgyzstan,2005,2.38059842,,,,2.38059842
Kyrgyzstan,2006,3.27699724,,,,3.27699724
Kyrgyzstan,2007,3.53000042,,,,3.53000042
Kyrgyzstan,2008,3.12832461,,,,3.12832461
Kyrgyzstan,2009,3.78535257,,,,3.78535257
Kyrgyzstan,2010,3.71014072,,,,3.71014072
Kyrgyzstan,2011,3.70108957,,,,3.70108957
Kyrgyzstan,2012,4.19724385,,,,4.19724385
Kyrgyzstan,2013,3.87993679,,,,3.87993679
Kyrgyzstan,2014,3.63943755,,,,3.63943755
Laos,1995,2.17934772,,,,2.17934772
Laos,1996,1.82752235,,,,1.82752235
Laos,1997,2.07175976,,,,2.07175976
Laos,1998,1.85173048,,,,1.85173048
Laos,1999,1.11170292,,,,1.11170292
Laos,2000,1.13056391,,,,1.13056391
Laos,2001,1.17779072,,,,1.17779072
Laos,2002,1.08287063,,,,1.08287063
Laos,2003,1.2709968,,,,1.2709968
Laos,2004,0.80189871,,,,0.80189871
Laos,2005,0.73460709,,,,0.73460709
Laos,2006,1.14702119,,,,1.14702119
Laos,2007,1.02973006,,,,1.02973006
Laos,2008,1.00146952,,,,1.00146952
Laos,2009,1.85830311,,,,1.85830311
Laos,2010,1.27818069,,,,1.27818069
Laos,2011,0.83580961,,,,0.83580961
Laos,2012,0.79224628,,,,0.79224628
Laos,2013,0.96487284,,,,0.96487284
Laos,2014,0.94273375,,,,0.94273375
Latvia,1995,3.82016484,,,3.5154,3.82016484
Latvia,1996,3.52587043,,,3.3476,3.52587043
Latvia,1997,3.45961566,,,3.3302,3.45961566
Latvia,1998,3.62626178,,,3.4983,3.62626178
Latvia,1999,3.72865722,,,3.6312,3.72865722
Latvia,2000,3.26544668,,,3.2,3.26544668
Latvia,2001,3.15770795,,,3.11,3.15770795
Latvia,2002,3.27906797,,,3.1716,3.27906797
Latvia,2003,3.24952285,,,3.0869,3.24952285
Latvia,2004,3.6846981,,,3.5026,3.6846981
Latvia,2005,3.63715136,,,3.2678,3.63715136
Latvia,2006,4.35785714,,,3.5363,4.35785714
Latvia,2007,4.255979,,,3.378,4.255979
Latvia,2008,4.12451505,,,3.3987,4.12451505
Latvia,2009,4.07004162,,,3.6742,4.07004162
Latvia,2010,3.94025815,,,3.7038,3.94025815
Latvia,2011,3.87340142,,,3.5483,3.87340142
Latvia,2012,3.5769554,,,3.2822,3.5769554
Latvia,2013,3.53984304,,,3.244,3.53984304
Latvia,2014,3.71523198,,,3.292,3.71523198
Latvia,2015,,,,3.3744,
